,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,DUPLICATION AGREED,ORIGINAL MSG
165,621f79e243b89009366c8d81,2021-09-02T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for improving the dashboard,621f79e243b89009366c8cea,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,7.63,False,for improving the dashboard
166,621f79e243b89009366c8d82,2021-09-02T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for his work in the CCD,621f79e243b89009366c8cea,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,4.88,False,for his work in the CCD
171,621f79e243b89009366c8d87,2021-09-02T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for working all day with Pedro on the dashboard,0,621f79e243b89009366c8d80,621f79e243b89009366c8d80,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,36.75,False,for working all day with Pedro on the dashboard
172,621f79e243b89009366c8d88,2021-09-02T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for working all day with Pedro on the dashboard,621f79e243b89009366c8d7f,0,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,11.0,False,for working all day with Pedro on the dashboard
175,621f79e243b89009366c8d8b,2021-09-02T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for their work in Params,621f79e243b89009366c8d75,621f79e243b89009366c8d75,621f79e243b89009366c8d01,0,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,10.88,False,for their work in Params
177,621f79e243b89009366c8d8d,2021-09-02T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for their work in Params,621f79e243b89009366c9180,0,0,0,lee0007#8152,Vyvy-vi#5040,Maxwe11#7157,Sha#6179,27.82,False,for their work in Params
179,621f79e243b89009366c8d8f,2021-09-02T22:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for all his graphic design work for Comms,0,621f79e243b89009366c8d34,0,0,Mount Manu#3530,enti#1546,bends#3537,Sha#6179,14.13,False,for all his graphic design work for Comms
182,621f79e243b89009366c8d92,2021-09-02T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for all his work on Transparency,0,621f79e243b89009366c8cff,0,0,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,14.82,False,for all his work on Transparency
185,621f79e243b89009366c8d95,2021-09-02T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for the vote aid snapshot video,0,621f79e243b89009366c8cd6,621f79e243b89009366c8cd6,621f79e243b89009366c8cd6,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,4.03,False,for the vote aid snapshot video
187,621f79e243b89009366c8d97,2021-09-02T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for his awesome work at Twitter,0,621f79e243b89009366c8d78,621f79e243b89009366c8e46,0,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,7.95,False,for his awesome work at Twitter
188,621f79e243b89009366c8d98,2021-09-02T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for his awesome work at Twitter,0,621f79e243b89009366c8d7a,0,0,Zeptimus#3359,enti#1546,acidlazzer#5796,divine_comedian#5493,9.32,False,for his awesome work at Twitter
191,621f79e243b89009366c8d9b,2021-09-02T22:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for his graphic design work in Comms,0,621f79e243b89009366c8d34,0,621f79e243b89009366c8d8f,Mount Manu#3530,enti#1546,bends#3537,Sha#6179,9.4,False,for his graphic design work in Comms
192,621f79e243b89009366c8d9c,2021-09-02T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for his work in Comms Twitter,621f79e243b89009366c8d98,621f79e243b89009366c8d7a,0,621f79e243b89009366c8d98,Zeptimus#3359,enti#1546,acidlazzer#5796,divine_comedian#5493,2.8,False,for his work in Comms Twitter
194,621f79e243b89009366c8d9e,2021-09-02T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for helping Chuy get ready for Params September,0,0,621f79e243b89009366c8d01,0,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,11.47,False,for helping Chuy get ready for Params September
200,621f79e243b89009366c8da4,2021-09-02T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for promoting transparency,621f79e243b89009366c8d84,621f79e243b89009366c8cff,0,621f79e243b89009366c8d92,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,3.78,False,for promoting transparency
202,621f79e243b89009366c8da6,2021-09-02T22:00:00.000Z,liviade#1387,Mount Manu#3530,for taking a break,621f79e243b89009366c8d03,621f79e243b89009366c8d03,0,621f79e243b89009366c8d76,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,0.13,False,for taking a break
205,621f79e243b89009366c8da9,2021-09-02T22:00:00.000Z,Caeser (PST)#0046,Mount Manu#3530,for all his legal work,0,621f79e243b89009366c8d24,0,0,Mount Manu#3530,AmwFund#0979,teaci#6108,Usua◎ Silver#2618,9.57,False,for all his legal work
209,621f79e243b89009366c8dad,2021-09-02T22:00:00.000Z,santigs#9769,iviangita#3204,for having an interesting discussion in the Legal WG sync today,0,0,621f79e243b89009366c8d85,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Sha#6179,5.45,False,for having an interesting discussion in the Legal WG sync today
210,621f79e243b89009366c8dae,2021-09-02T22:00:00.000Z,Caeser (PST)#0046,iviangita#3204,for having an interesting discussion in the Legal WG sync today,0,621f79e243b89009366c8d24,0,0,Mount Manu#3530,AmwFund#0979,teaci#6108,Usua◎ Silver#2618,6.08,False,for having an interesting discussion in the Legal WG sync today
212,621f79e243b89009366c8db0,2021-09-02T22:00:00.000Z,iviangita#3204,iviangita#3204,for having an interesting discussion in the Legal WG sync today,0,621f79e243b89009366c8d86,621f79e243b89009366c8d86,0,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,3.48,False,for having an interesting discussion in the Legal WG sync today
213,621f79e243b89009366c8db1,2021-09-02T22:00:00.000Z,natesuits#4789,David (please DYOR...)#4116,for speaking up on the important forum about our TEC Twitter Account. 💚,0,621f79e243b89009366c8db4,0,0,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,3.95,False,for speaking up on the important forum about our TEC Twitter Account. 💚
214,621f79e243b89009366c8db2,2021-09-02T22:00:00.000Z,GideonRo#3175,David (please DYOR...)#4116,for speaking up on the important forum about our TEC Twitter Account. 💚,621f79e243b89009366c8db6,621f79e243b89009366c8db6,0,0,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,1.35,False,for speaking up on the important forum about our TEC Twitter Account. 💚
216,621f79e243b89009366c8db4,2021-09-02T22:00:00.000Z,natesuits#4789,David (please DYOR...)#4116,for speaking up on the important forum about our TEC Twitter Account. 💚,0,0,0,621f79e243b89009366c8d6f,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,3.5,False,for speaking up on the important forum about our TEC Twitter Account. 💚
220,621f79e243b89009366c8db8,2021-09-02T22:00:00.000Z,anna-marie#8824,David (please DYOR...)#4116,for speaking up on the important forum about our TEC Twitter Account. 💚,621f79e243b89009366c8db3,0,621f79e243b89009366c8db3,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,6.6,False,for speaking up on the important forum about our TEC Twitter Account. 💚
221,621f79e243b89009366c8db9,2021-09-02T22:00:00.000Z,Zeptimus#3359,David (please DYOR...)#4116,for speaking up on the important forum about our TEC Twitter Account. 💚,621f79e243b89009366c8db5,621f79e243b89009366c8db5,0,0,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,1.4,False,for speaking up on the important forum about our TEC Twitter Account. 💚
235,621f79e243b89009366c8dc7,2021-09-05T22:00:00.000Z,anna-marie#8824,liviade#1387,"for taking the TEC agreements to a new place, for involving new contributors in this task and for handing it over to me as she enjoys 2 weeks of well deserved vacation! 🙌",621f79e243b89009366c8d6d,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,11.95,False,"for taking the TEC agreements to a new place, for involving new contributors in this task and for handing it over to me as she enjoys 2 weeks of well deserved vacation! 🙌"
263,621f79e243b89009366c8de3,2021-09-06T22:00:00.000Z,"sem(🌸,🐝)#0161",Juankbell#7458,for the amazing commons swarm call that was done yesterday!,621f79e243b89009366c8dda,0,0,621f79e243b89009366c8dda,PhilH#1102,enti#1546,Parrachia#0450,Sha#6179,1.47,False,for the amazing commons swarm call that was done yesterday!
264,621f79e243b89009366c8de4,2021-09-06T22:00:00.000Z,bradleyc#3333,Juankbell#7458,for the amazing commons swarm call that was done yesterday!,0,621f79e243b89009366c8ddb,621f79e243b89009366c8ddb,621f79e243b89009366c8ddb,PhilH#1102,enti#1546,acidlazzer#5796,divine_comedian#5493,0.35,False,for the amazing commons swarm call that was done yesterday!
265,621f79e243b89009366c8de5,2021-09-06T22:00:00.000Z,chuygarcia.eth#6692,Juankbell#7458,for the amazing commons swarm call that was done yesterday!,621f79e243b89009366c8ddc,621f79e243b89009366c8ddc,621f79e243b89009366c8ddc,0,Zeptimus#3359,liviade#1387,bends#3537,Usua◎ Silver#2618,0.13,False,for the amazing commons swarm call that was done yesterday!
266,621f79e243b89009366c8de6,2021-09-06T22:00:00.000Z,David (please DYOR...)#4116,Juankbell#7458,for the amazing commons swarm call that was done yesterday!,621f79e243b89009366c8ddd,621f79e243b89009366c8ddd,621f79e243b89009366c8ddd,0,Zeptimus#3359,enti#1546,acidlazzer#5796,divine_comedian#5493,0.17,False,for the amazing commons swarm call that was done yesterday!
268,621f79e243b89009366c8de8,2021-09-06T22:00:00.000Z,"griff (💜, 💜)#8888",Juankbell#7458,for the amazing commons swarm call that was done yesterday!,621f79e243b89009366c8ddf,621f79e243b89009366c8ddf,621f79e243b89009366c8ddf,0,lee0007#8152,Vyvy-vi#5040,Maxwe11#7157,Sha#6179,1.77,False,for the amazing commons swarm call that was done yesterday!
269,621f79e243b89009366c8de9,2021-09-06T22:00:00.000Z,Nuggan#5183,Juankbell#7458,for the amazing commons swarm call that was done yesterday!,621f79e243b89009366c8de0,621f79e243b89009366c8de0,621f79e243b89009366c8de0,0,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,2.35,False,for the amazing commons swarm call that was done yesterday!
270,621f79e243b89009366c8dea,2021-09-06T22:00:00.000Z,paul2#3057,Juankbell#7458,for the amazing commons swarm call that was done yesterday!,621f79e243b89009366c8de1,621f79e243b89009366c8de1,0,621f79e243b89009366c8de1,Zeptimus#3359,AmwFund#0979,teaci#6108,Nuggan#5183,0.43,False,for the amazing commons swarm call that was done yesterday!
271,621f79e243b89009366c8deb,2021-09-06T22:00:00.000Z,VitorNunes#0090,Juankbell#7458,for the amazing commons swarm call that was done yesterday!,621f79e243b89009366c8de2,621f79e243b89009366c8de2,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,0.9,False,for the amazing commons swarm call that was done yesterday!
272,621f79e243b89009366c8dec,2021-09-06T22:00:00.000Z,Zeptimus#3359,Juankbell#7458,for encouraging research on snapshot votes and going to the dentist 😄,0,621f79e243b89009366c8cd6,0,621f79e243b89009366c8dce,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,3.78,False,for encouraging research on snapshot votes and going to the dentist 😄
276,621f79e243b89009366c8df0,2021-09-06T22:00:00.000Z,Zeptimus#3359,liviade#1387,for the great ideas on our voting types session,0,621f79e243b89009366c8cd6,621f79e243b89009366c8dce,621f79e243b89009366c8dce,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,1.4,False,for the great ideas on our voting types session
277,621f79e243b89009366c8df1,2021-09-06T22:00:00.000Z,iviangita#3204,liviade#1387,for the great ideas on our voting types session,0,621f79e243b89009366c8dcf,621f79e243b89009366c8dcf,0,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,8.7,False,for the great ideas on our voting types session
278,621f79e243b89009366c8df2,2021-09-06T22:00:00.000Z,Juankbell#7458,liviade#1387,for the great ideas on our voting types session,0,621f79e243b89009366c8dcd,0,0,innov8tor3#3988,liviade#1387,acidlazzer#5796,hanners717#2022,12.63,False,for the great ideas on our voting types session
279,621f79e243b89009366c8df3,2021-09-06T22:00:00.000Z,Zeptimus#3359,Juankbell#7458,for encouraging research on snapshot votes and going to the dentist 😄,621f79e243b89009366c8dec,621f79e243b89009366c8cd6,0,0,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,1.2,False,for encouraging research on snapshot votes and going to the dentist 😄
283,621f79e243b89009366c8df7,2021-09-06T22:00:00.000Z,pKrepe#5682,"griff (💜, 💜)#8888",for the rockstar work on the Params hack sesh on Sunday,621f79e243b89009366c8dbf,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,8.7,False,for the rockstar work on the Params hack sesh on Sunday
285,621f79e243b89009366c8df9,2021-09-06T22:00:00.000Z,fabiomendes#4802,"griff (💜, 💜)#8888",for the rockstar work on the Params hack sesh on Sunday,0,621f79e243b89009366c8d73,621f79e243b89009366c8d73,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,11.6,False,for the rockstar work on the Params hack sesh on Sunday
338,621f79e243b89009366c8e2e,2021-09-09T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their work in the Params WG 🤖,621f79e243b89009366c8d72,0,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,5.78,False,for their work in the Params WG 🤖
340,621f79e243b89009366c8e30,2021-09-09T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for their work in the Params WG 🤖,0,621f79e243b89009366c8d73,621f79e243b89009366c8d73,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,11.6,False,for their work in the Params WG 🤖
342,621f79e243b89009366c8e32,2021-09-09T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for their work in the Params WG 🤖,0,621f79e243b89009366c8d75,0,0,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,28.82,False,for their work in the Params WG 🤖
344,621f79e243b89009366c8e34,2021-09-09T22:00:00.000Z,karmaticacid#1218,Mount Manu#3530,for their work in the Params WG 🤖,621f79e243b89009366c8e53,621f79e243b89009366c8d8e,0,0,innov8tor3#3988,AmwFund#0979,teaci#6108,Usua◎ Silver#2618,4.7,False,for their work in the Params WG 🤖
346,621f79e243b89009366c8e36,2021-09-09T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for his behind-the-scenes work in the Trusted Seed 🪴,0,0,0,621f79e243b89009366c8e25,Zeptimus#3359,Mettodo#7010,Parrachia#0450,divine_comedian#5493,22.57,False,for his behind-the-scenes work in the Trusted Seed 🪴
353,621f79e243b89009366c8e3d,2021-09-09T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for leading the Agave outreach 💸,621f79e243b89009366c8e98,0,0,621f79e243b89009366c8e98,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,8.3,False,for leading the Agave outreach 💸
355,621f79e243b89009366c8e3f,2021-09-09T22:00:00.000Z,Juankbell#7458,Mount Manu#3530,for his work in the 2nd Graviton training 🕊️,0,621f79e243b89009366c8da3,0,0,innov8tor3#3988,liviade#1387,acidlazzer#5796,hanners717#2022,11.03,False,for his work in the 2nd Graviton training 🕊️
356,621f79e243b89009366c8e40,2021-09-09T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for his recurring work in spotlight 🎖️,0,0,0,621f79e243b89009366c8e2c,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,8.07,False,for his recurring work in spotlight 🎖️
357,621f79e243b89009366c8e41,2021-09-09T22:00:00.000Z,kristofer#1475,Mount Manu#3530,for jumping in on the reward system 🧙🏻‍♂️,621f79e243b89009366c8e9a,621f79e243b89009366c8e1b,621f79e243b89009366c92f3,621f79e243b89009366c8e9a,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,3.73,False,for jumping in on the reward system 🧙🏻‍♂️
361,621f79e243b89009366c8e45,2021-09-09T22:00:00.000Z,Suga#8514,Mount Manu#3530,for the Communitas WG manifesto🎖️,0,0,621f79e243b89009366c8fcb,0,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,12.38,False,for the Communitas WG manifesto🎖️
366,621f79e243b89009366c8e4a,2021-09-09T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for all the leadership they provide in the community,621f79e243b89009366c8da1,0,0,621f79e243b89009366c8da1,lee0007#8152,Vyvy-vi#5040,Maxwe11#7157,Sha#6179,4.85,False,for all the leadership they provide in the community
367,621f79e243b89009366c8e4b,2021-09-09T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for all the leadership they provide in the community,0,0,0,621f79e243b89009366c8da2,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Sha#6179,7.35,False,for all the leadership they provide in the community
369,621f79e243b89009366c8e4d,2021-09-09T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their work in Params 🦾,621f79e243b89009366c8e2e,621f79e243b89009366c8e2e,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,4.13,False,for their work in Params 🦾
370,621f79e243b89009366c8e4e,2021-09-09T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for their work in Params 🦾,621f79e243b89009366c8e2f,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,5.08,False,for their work in Params 🦾
371,621f79e243b89009366c8e4f,2021-09-09T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for their work in Params 🦾,0,621f79e243b89009366c8d73,621f79e243b89009366c8d73,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,8.35,False,for their work in Params 🦾
372,621f79e243b89009366c8e50,2021-09-09T22:00:00.000Z,markop#2007,Mount Manu#3530,for their work in Params 🦾,621f79e243b89009366c8e31,621f79e243b89009366c8e31,0,0,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,2.27,False,for their work in Params 🦾
373,621f79e243b89009366c8e51,2021-09-09T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for their work in Params 🦾,621f79e243b89009366c8e32,621f79e243b89009366c8d75,621f79e243b89009366c8e32,0,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,7.68,False,for their work in Params 🦾
374,621f79e243b89009366c8e52,2021-09-09T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for their work in Params 🦾,621f79e243b89009366c8e33,621f79e243b89009366c8e33,621f79e243b89009366c8e33,0,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,16.25,False,for their work in Params 🦾
375,621f79e243b89009366c8e53,2021-09-09T22:00:00.000Z,karmaticacid#1218,Mount Manu#3530,for their work in Params 🦾,0,621f79e243b89009366c8d8e,0,0,innov8tor3#3988,AmwFund#0979,teaci#6108,Usua◎ Silver#2618,5.38,False,for their work in Params 🦾
376,621f79e243b89009366c8e54,2021-09-09T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their work in Params 🦾,0,621f79e243b89009366c8e35,0,0,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,5.7,False,for their work in Params 🦾
377,621f79e243b89009366c8e55,2021-09-09T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,"for their work on Twitter, asking questions, and conveying analytics👌🏻",0,621f79e243b89009366c8e48,0,0,Zeptimus#3359,enti#1546,acidlazzer#5796,divine_comedian#5493,8.7,False,"for their work on Twitter, asking questions, and conveying analytics👌🏻"
378,621f79e243b89009366c8e56,2021-09-09T22:00:00.000Z,iviangita#3204,Mount Manu#3530,"for their work on Twitter, asking questions, and conveying analytics👌🏻",621f79e243b89009366c8e46,0,621f79e243b89009366c8e46,0,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,8.4,False,"for their work on Twitter, asking questions, and conveying analytics👌🏻"
382,621f79e243b89009366c8e5a,2021-09-09T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for making the CCD beautiful 🦄,621f79e243b89009366c8d21,0,0,621f79e243b89009366c8d12,lee0007#8152,Vyvy-vi#5040,Maxwe11#7157,Sha#6179,24.68,False,for making the CCD beautiful 🦄
383,621f79e243b89009366c8e5b,2021-09-09T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for working super hard on the CCD’s development  🦾,621f79e243b89009366c8cea,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,6.88,False,for working super hard on the CCD’s development  🦾
385,621f79e243b89009366c8e5d,2021-09-09T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for working super hard on the CCD’s development  🦾,621f79e243b89009366c8fbb,0,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,13.35,False,for working super hard on the CCD’s development  🦾
386,621f79e243b89009366c8e5e,2021-09-09T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for working on software development for the CCD 🤖,621f79e243b89009366c8e5d,0,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,11.75,False,for working on software development for the CCD 🤖
387,621f79e243b89009366c8e5f,2021-09-09T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for working on software development for the CCD 🤖,0,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,10.13,False,for working on software development for the CCD 🤖
388,621f79e243b89009366c8e60,2021-09-09T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for working on software development for the CCD 🤖,621f79e243b89009366c8cea,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,6.88,False,for working on software development for the CCD 🤖
389,621f79e243b89009366c8e61,2021-09-09T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for his superfast development of the CCD’s backend ⏩,621f79e243b89009366c8e5d,0,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,23.5,False,for his superfast development of the CCD’s backend ⏩
392,621f79e243b89009366c8e64,2021-09-09T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their work with the CCD 🔥,621f79e243b89009366c8e5d,0,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,8.5,False,for their work with the CCD 🔥
394,621f79e243b89009366c8e66,2021-09-09T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for their work with the CCD 🔥,621f79e243b89009366c8cea,0,0,0,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,4.88,False,for their work with the CCD 🔥
