,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
70,185,62e3439950f6e2d7011c070f,2022-07-29T02:19:05.898Z,GideonRo#3175,bear100#9085,"for the guidance, support and initiative he provides at every moment to all the work and efforts that happen in Sampo",0,0,0,62e2c2e650f6e2d7011c045d,pat.zip (TE Academy)#5266,Nuggan#5183,Vyvy-vi#5040,PhilH#1102,6.43,13.0,False,"for the guidance, support and initiative he provides at every moment to all the work and efforts that happen in Sampo"
74,104,62e1931f50f6e2d7011c03cb,2022-07-27T19:33:51.019Z,WhyldWanderer#7002,Zeptimus#3359,for listing gravity on giveth! 💜 🚀,0,62e2d0bf50f6e2d7011c0517,0,0,teaci#6108,Nuggan#5183,missgene#7773,PhilH#1102,6.93,13.0,False,for listing gravity on giveth! 💜 🚀
79,144,62e2d16250f6e2d7011c0572,2022-07-28T18:11:46.295Z,Zeptimus#3359,GideonRo#3175,for organizing a great exercise on the stewards call for identifying shared sources of burnout.,62e2c1a650f6e2d7011c0418,0,62e2c1a650f6e2d7011c0418,62e2c1a650f6e2d7011c0418,pat.zip (TE Academy)#5266,Nuggan#5183,missgene#7773,PhilH#1102,2.66,13.0,False,for organizing a great exercise on the stewards call for identifying shared sources of burnout.
80,137,62e2d0bf50f6e2d7011c051e,2022-07-28T18:09:03.696Z,bends#3537,Juankbell#7458,"For supporting the creation of Gravity's project in Giveth, enabling us to continue having multiple funding streams and receive more donations",62e1932050f6e2d7011c03d2,0,62e1932050f6e2d7011c03d2,62e1932050f6e2d7011c03d2,pat.zip (TE Academy)#5266,tigeroid#2951,missgene#7773,PhilH#1102,4.42,21.0,False,"For supporting the creation of Gravity's project in Giveth, enabling us to continue having multiple funding streams and receive more donations"
85,131,62e2cc2650f6e2d7011c04e5,2022-07-28T17:49:26.967Z,Nuggan#5183,divine_comedian#5493,for collaborating and putting together frankenstein script to join all of the sourcecred data we need to distribute rewards to contributors,0,0,0,62e18e5350f6e2d7011c03ba,teaci#6108,tigeroid#2951,Vyvy-vi#5040,PhilH#1102,11.77,21.0,False,for collaborating and putting together frankenstein script to join all of the sourcecred data we need to distribute rewards to contributors
86,130,62e2cc2650f6e2d7011c04de,2022-07-28T17:49:26.400Z,mateodaza#3156,divine_comedian#5493,for collaborating and putting together frankenstein script to join all of the sourcecred data we need to distribute rewards to contributors,62e18e5350f6e2d7011c03b3,0,62e18e5350f6e2d7011c03b3,62e18e5350f6e2d7011c03b3,pat.zip (TE Academy)#5266,tigeroid#2951,missgene#7773,PhilH#1102,6.29,21.0,False,for collaborating and putting together frankenstein script to join all of the sourcecred data we need to distribute rewards to contributors
92,177,62e2ef8350f6e2d7011c06c2,2022-07-28T20:20:19.563Z,casale.eth#6107,AnnAnna#4694,"for sharing one's own experiences, shared thoughts and for empathy💖",0,0,62e2ee0c50f6e2d7011c0694,0,teaci#6108,tigeroid#2951,missgene#7773,PhilH#1102,3.11,8.0,False,"for sharing one's own experiences, shared thoughts and for empathy💖"
93,169,62e2d9a650f6e2d7011c066b,2022-07-28T18:47:02.285Z,natesuits#4789,liviade#1387,for facilitating the community call!,0,0,62e2d2ea50f6e2d7011c061e,62e2d2ea50f6e2d7011c061e,teaci#6108,tigeroid#2951,missgene#7773,Maxwe11#7157,2.58,8.0,False,for facilitating the community call!
100,156,62e2d24150f6e2d7011c05d6,2022-07-28T18:15:29.264Z,GideonRo#3175,Zeptimus#3359,for a great session on burning out with so many great ideas to make the TEC more healthy place to be.,0,0,0,62e2c21150f6e2d7011c0424,pat.zip (TE Academy)#5266,Nuggan#5183,Vyvy-vi#5040,PhilH#1102,7.27,13.0,False,for a great session on burning out with so many great ideas to make the TEC more healthy place to be.
103,170,62e2ed9f50f6e2d7011c067c,2022-07-28T20:12:15.782Z,natesuits#4789,angieberry.eth#9822,for hosting today's Community Call and doing a great job at TEA 🌈,0,0,62e2d24150f6e2d7011c05dd,62e2d2ea50f6e2d7011c061e,teaci#6108,tigeroid#2951,missgene#7773,Maxwe11#7157,3.07,8.0,False,for hosting today's Community Call and doing a great job at TEA 🌈
104,176,62e2eeb150f6e2d7011c06b6,2022-07-28T20:16:49.405Z,BiancaGadelha#2667,AnnAnna#4694,for facilitating a great practice at Mental Health meeting💯,0,0,0,62e2edcc50f6e2d7011c0688,teaci#6108,Nuggan#5183,Vyvy-vi#5040,PhilH#1102,2.27,8.0,False,for facilitating a great practice at Mental Health meeting💯
105,178,62e2ef8350f6e2d7011c06ca,2022-07-28T20:20:19.978Z,Clayton | UMA#3302,AnnAnna#4694,"for sharing one's own experiences, shared thoughts and for empathy💖",0,0,0,62e2ee0f50f6e2d7011c069c,pat.zip (TE Academy)#5266,Nuggan#5183,Vyvy-vi#5040,Maxwe11#7157,3.77,8.0,False,"for sharing one's own experiences, shared thoughts and for empathy💖"
121,80,62e05e6b50f6e2d7011c02f4,2022-07-26T21:36:43.431Z,r33pich33p#6906,GideonRo#3175,for making for another great Sampo call!,0,0,62d7458050f6e2d7011c011e,0,pat.zip (TE Academy)#5266,tigeroid#2951,missgene#7773,PhilH#1102,2.79,5.0,False,for making for another great Sampo call!
140,155,62e2d1e350f6e2d7011c05ca,2022-07-28T18:13:55.397Z,withinthevacuum#2626,SatoriD#2945,"for tossing these infinite balloons, that are forming into infinite jewel spheres...",0,0,62e025d550f6e2d7011c02ce,0,teaci#6108,tigeroid#2951,missgene#7773,PhilH#1102,4.69,8.0,False,"for tossing these infinite balloons, that are forming into infinite jewel spheres..."
146,26,62d6dd5550f6e2d7011c00bc,2022-07-19T16:35:33.538Z,Mount Manu#3530,acidlazzer#5796,for joining todays Marketing TEAM weekly sync and giving feedback about the upcomming newsletter,0,0,0,62d5860050f6e2d7011bffce,teaci#6108,tigeroid#2951,Vyvy-vi#5040,PhilH#1102,2.77,5.0,False,for joining todays Marketing TEAM weekly sync and giving feedback about the upcomming newsletter
155,180,62e2ef8450f6e2d7011c06d8,2022-07-28T20:20:20.435Z,Juankbell#7458,AnnAnna#4694,"for sharing one's own experiences, shared thoughts and for empathy💖",0,0,0,62e2ee0f50f6e2d7011c06a3,teaci#6108,Nuggan#5183,Vyvy-vi#5040,Maxwe11#7157,2.77,5.0,False,"for sharing one's own experiences, shared thoughts and for empathy💖"
158,7,62d590a350f6e2d7011c0009,2022-07-18T16:56:03.629Z,angieberry.eth#9822,acidlazzer#5796,for joining the twitter planning weekly sync,0,62d5864f50f6e2d7011bfff6,0,0,teaci#6108,Nuggan#5183,missgene#7773,PhilH#1102,1.77,3.0,False,for joining the twitter planning weekly sync
172,81,62e05e6c50f6e2d7011c02fb,2022-07-26T21:36:44.186Z,Crypto Zach#6753,GideonRo#3175,for making for another great Sampo call!,0,0,62d7458050f6e2d7011c0125,0,teaci#6108,tigeroid#2951,missgene#7773,PhilH#1102,1.77,3.0,False,for making for another great Sampo call!
180,47,62d8578950f6e2d7011c0175,2022-07-20T19:29:13.519Z,johnjonas#2307,miguelb#5176,for welcome me in the animation team,0,0,62d59eac50f6e2d7011c003d,0,pat.zip (TE Academy)#5266,Nuggan#5183,missgene#7773,Maxwe11#7157,2.84,5.0,False,for welcome me in the animation team
