,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
53,17,62c46cb250f6e2d7011bf9aa,2022-07-05T16:54:10.140Z,chuygarcia.eth#6692,acidlazzer#5796,for the awesome job you guys did with the Proposal Inverter article <3,62c2de5550f6e2d7011bf917,0,62c2de5550f6e2d7011bf917,0,GideonRo#3175,Mettodo#7010,Maxwe11#7157,Mike Brunt#0745,3.8,21.0,False,for the awesome job you guys did with the Proposal Inverter article <3
64,100,62d0506150f6e2d7011bfd26,2022-07-14T17:20:33.281Z,acidlazzer#5796,angieberry.eth#9822,for helping create a visual for TEA,62d0575d50f6e2d7011bfe35,0,0,0,GideonRo#3175,Mettodo#7010,Maxwe11#7157,tigeroid#2951,7.95,13.0,False,for helping create a visual for TEA
72,49,62c7f4f650f6e2d7011bfb02,2022-07-08T09:12:22.645Z,chuygarcia.eth#6692,solsista#5370,for their write up about the proposal inverter that explains very well directions to improve and how. communication is key!,62c2de5550f6e2d7011bf917,0,62c2de5550f6e2d7011bf917,0,GideonRo#3175,Mettodo#7010,Maxwe11#7157,Mike Brunt#0745,5.47,21.0,False,for their write up about the proposal inverter that explains very well directions to improve and how. communication is key!
75,53,62cc433d50f6e2d7011bfb4b,2022-07-11T15:35:25.746Z,bear100#9085,liviade#1387,for facilitating sof gov last week when I was at ETH Barcelona 🙌,62c7266750f6e2d7011bfa8e,0,0,0,GideonRo#3175,Mettodo#7010,eduardovegap#0422,tigeroid#2951,6.83,13.0,False,for facilitating sof gov last week when I was at ETH Barcelona 🙌
103,111,62d0562050f6e2d7011bfd9c,2022-07-14T17:45:04.325Z,natesuits#4789,acidlazzer#5796,for hosting todays orientation call <:TEC:835016327542210560>,0,0,62d050c450f6e2d7011bfd32,0,GideonRo#3175,Nuggan#5183,Maxwe11#7157,tigeroid#2951,5.38,8.0,False,for hosting todays orientation call <:TEC:835016327542210560>
117,12,62c46c8750f6e2d7011bf981,2022-07-05T16:53:27.389Z,miguelb#5176,acidlazzer#5796,for joining the weekly comms sync 🥳,0,62c324c550f6e2d7011bf945,0,0,GideonRo#3175,Nuggan#5183,eduardovegap#0422,tigeroid#2951,0.78,1.0,False,for joining the weekly comms sync 🥳
133,74,62cc5f6b50f6e2d7011bfc15,2022-07-11T17:35:39.055Z,miguelb#5176,acidlazzer#5796,for joining the Animation TEAM weekly sync,62cc5cc350f6e2d7011bfbff,62cc5cc350f6e2d7011bfbff,0,62cc5cc350f6e2d7011bfbff,GideonRo#3175,Nuggan#5183,eduardovegap#0422,tigeroid#2951,0.33,1.0,False,for joining the Animation TEAM weekly sync
134,71,62cc5caa50f6e2d7011bfbea,2022-07-11T17:23:54.491Z,chuygarcia.eth#6692,acidlazzer#5796,for joining the Animation TEAM weekly sync,0,0,62cc5b4d50f6e2d7011bfb98,0,GideonRo#3175,Mettodo#7010,Maxwe11#7157,Mike Brunt#0745,0.7,1.0,False,for joining the Animation TEAM weekly sync
138,81,62cdb1f650f6e2d7011bfc5c,2022-07-12T17:40:06.208Z,Mount Manu#3530,enti#1546,joining this week’s Marketing sync,62cc5b7150f6e2d7011bfbb3,0,0,0,GideonRo#3175,Mettodo#7010,Maxwe11#7157,tigeroid#2951,0.78,1.0,False,joining this week’s Marketing sync
143,91,62cdfb6350f6e2d7011bfcbb,2022-07-12T22:53:23.616Z,chuygarcia.eth#6692,Mount Manu#3530,for attending this week's Comms WG call where we summarized all the issues that the 5 T.E.A.M.'s are currently working on.,62cdb1f750f6e2d7011bfc6a,0,0,0,GideonRo#3175,Mettodo#7010,Maxwe11#7157,Mike Brunt#0745,0.7,1.0,False,for attending this week's Comms WG call where we summarized all the issues that the 5 T.E.A.M.'s are currently working on.
