,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
24,545,621f79e143b89009366c8715,2021-07-30T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their work building the Commons Configuration Dashboard,621f79e143b89009366c8688,0,621f79e143b89009366c8688,AmwFund#0979,bends#3537,calazki#3961,7.9,144.0,False,for their work building the Commons Configuration Dashboard
25,546,621f79e143b89009366c8716,2021-07-30T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for their work building the Commons Configuration Dashboard,0,0,621f79e143b89009366c8689,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,77.93,144.0,False,for their work building the Commons Configuration Dashboard
27,548,621f79e143b89009366c8718,2021-07-30T22:00:00.000Z,markop#2007,Mount Manu#3530,for their work building the Commons Configuration Dashboard,0,621f79e143b89009366c865e,621f79e143b89009366c865e,Usua◎ Silver#2618,liviade#1387,calazki#3961,50.1,144.0,False,for their work building the Commons Configuration Dashboard
29,199,621f79e143b89009366c8538,2021-07-15T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for all their work on Params and for their forum posts,0,0,621f79e143b89009366c8530,Usua◎ Silver#2618,liviade#1387,shawn#7046,53.63,144.0,False,for all their work on Params and for their forum posts
31,506,621f79e143b89009366c86ee,2021-07-30T22:00:00.000Z,natesuits#4789,iviangita#3204,for parameters content in the forum,0,0,621f79e143b89009366c86d1,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,52.5,144.0,False,for parameters content in the forum
33,204,621f79e143b89009366c853d,2021-07-15T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for staying extra late to work on the praise distribution,621f79e143b89009366c84d0,0,621f79e143b89009366c84d0,AmwFund#0979,bends#3537,calazki#3961,7.9,144.0,False,for staying extra late to work on the praise distribution
37,308,621f79e143b89009366c85b0,2021-07-16T22:00:00.000Z,iviangita#3204,Griff 🔥AFK till Sept 15🔥#8888,for spending the last 48 hours DEEP DIVING into the Praise Audit,0,621f79e143b89009366c8473,621f79e143b89009366c8473,Tamarandom#9361,bends#3537,divine_comedian#5493,9.3,144.0,False,for spending the last 48 hours DEEP DIVING into the Praise Audit
40,274,621f79e143b89009366c8583,2021-07-15T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for being the heroes in finalizing all the details needed for us to hatch,621f79e143b89009366c84d0,0,621f79e143b89009366c84d0,AmwFund#0979,bends#3537,calazki#3961,9.57,144.0,False,for being the heroes in finalizing all the details needed for us to hatch
48,549,621f79e143b89009366c8719,2021-07-30T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for their work building the Commons Configuration Dashboard,0,621f79e143b89009366c868c,0,Usua◎ Silver#2618,liviade#1387,shawn#7046,66.77,144.0,False,for their work building the Commons Configuration Dashboard
56,547,621f79e143b89009366c8717,2021-07-30T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for their work building the Commons Configuration Dashboard,621f79e143b89009366c868a,0,0,AmwFund#0979,bends#3537,shawn#7046,60.03,144.0,False,for their work building the Commons Configuration Dashboard
62,174,621f79e143b89009366c851f,2021-07-15T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for all the work they did with the forum posts and all the dashboard configuration stuff,0,0,621f79e143b89009366c859a,Usua◎ Silver#2618,liviade#1387,shawn#7046,15.97,89.0,False,for all the work they did with the forum posts and all the dashboard configuration stuff
64,439,621f79e143b89009366c8699,2021-07-28T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,liviade#1387,for holding the grounds while most of us were away,0,0,621f79e143b89009366c8677,Usua◎ Silver#2618,liviade#1387,shawn#7046,33.17,89.0,False,for holding the grounds while most of us were away
67,201,621f79e143b89009366c853a,2021-07-15T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for all their work on Params and for their forum posts,0,0,621f79e143b89009366c84f4,AmwFund#0979,bends#3537,shawn#7046,8.97,89.0,False,for all their work on Params and for their forum posts
69,447,621f79e143b89009366c86a1,2021-07-28T22:00:00.000Z,liviade#1387,Zeptimus#3359,"for all the effort on the decision process, question our own systems will make them more robust💪",0,621f79e143b89009366c84f9,0,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,31.77,89.0,False,"for all the effort on the decision process, question our own systems will make them more robust💪"
74,503,621f79e143b89009366c86eb,2021-07-30T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for parameters content in the forum,0,0,621f79e143b89009366c86d2,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,41.43,89.0,False,for parameters content in the forum
84,212,621f79e143b89009366c8545,2021-07-15T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,"for being an awesome leader, which some have called a \""Doge-loving hippy hacker [that] steals crypto before bad guys can\""",621f79e143b89009366c84f4,0,621f79e143b89009366c84f4,AmwFund#0979,bends#3537,shawn#7046,11.8,89.0,False,"for being an awesome leader, which some have called a \""Doge-loving hippy hacker [that] steals crypto before bad guys can\"""
86,540,621f79e143b89009366c8710,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for speaking at the conferences,0,0,621f79e143b89009366c8685,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,6.17,55.0,False,for speaking at the conferences
96,460,621f79e143b89009366c86c0,2021-07-29T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,621f79e143b89009366c858a,0,621f79e143b89009366c84de,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2.17,55.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
97,461,621f79e143b89009366c86c1,2021-07-29T22:00:00.000Z,innov8tor3#3988,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,621f79e143b89009366c8596,0,Tamarandom#9361,tigeroid#2951,shawn#7046,18.93,55.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
98,356,621f79e143b89009366c85f2,2021-07-23T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,621f79e143b89009366c858a,0,621f79e143b89009366c84de,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2.17,55.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
100,23,621f79e143b89009366c847b,2021-07-12T22:00:00.000Z,iviangita#3204,Griff 🔥AFK till Sept 15🔥#8888,for jumping in and observing the Praise Audit finalization,0,0,621f79e143b89009366c8473,Tamarandom#9361,bends#3537,divine_comedian#5493,3.83,55.0,False,for jumping in and observing the Praise Audit finalization
102,25,621f79e143b89009366c847d,2021-07-12T22:00:00.000Z,Juankbell#7458,Griff 🔥AFK till Sept 15🔥#8888,for jumping in and observing the Praise Audit finalization,0,0,621f79e143b89009366c8477,osycross(🦎🦎)#5943,Vyvy-vi#5040,divine_comedian#5493,5.5,55.0,False,for jumping in and observing the Praise Audit finalization
108,555,621f79e143b89009366c871f,2021-07-30T22:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for giving amazing presentations in ETHCC,0,0,621f79e143b89009366c8683,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,7.17,55.0,False,for giving amazing presentations in ETHCC
110,22,621f79e143b89009366c847a,2021-07-12T22:00:00.000Z,freshelle#9882,Griff 🔥AFK till Sept 15🔥#8888,for jumping in and observing the Praise Audit finalization,621f79e143b89009366c8475,0,621f79e143b89009366c8475,osycross(🦎🦎)#5943,tigeroid#2951,shawn#7046,3.1,55.0,False,for jumping in and observing the Praise Audit finalization
114,539,621f79e143b89009366c870f,2021-07-30T22:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for speaking at the conferences,621f79e143b89009366c8683,0,621f79e143b89009366c8695,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,3.77,55.0,False,for speaking at the conferences
116,61,621f79e143b89009366c84ac,2021-07-13T22:00:00.000Z,iviangita#3204,liviade#1387,for the incredible work they've been doing with the praise audit and preparing the last details so the praise sheets are ready for the hatch,0,621f79e143b89009366c8471,621f79e143b89009366c8473,Tamarandom#9361,bends#3537,divine_comedian#5493,4.2,55.0,False,for the incredible work they've been doing with the praise audit and preparing the last details so the praise sheets are ready for the hatch
117,538,621f79e143b89009366c870e,2021-07-30T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for speaking at the conferences,621f79e143b89009366c85cf,0,621f79e143b89009366c871d,AmwFund#0979,bends#3537,shawn#7046,4.2,55.0,False,for speaking at the conferences
118,533,621f79e143b89009366c8709,2021-07-30T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for making the Paris trip possible,621f79e143b89009366c8613,0,621f79e143b89009366c86e8,AmwFund#0979,bends#3537,shawn#7046,3.5,55.0,False,for making the Paris trip possible
119,197,621f79e143b89009366c8536,2021-07-15T22:00:00.000Z,markop#2007,Mount Manu#3530,for all their work on Params and for their forum posts,0,0,621f79e143b89009366c84ef,Usua◎ Silver#2618,liviade#1387,calazki#3961,20.43,55.0,False,for all their work on Params and for their forum posts
122,364,621f79e143b89009366c85fa,2021-07-23T22:00:00.000Z,"sem(🌸,🐝)#0161",iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn.,0,621f79e143b89009366c859b,0,Usua◎ Silver#2618,bends#3537,shawn#7046,25.5,55.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn.
123,349,621f79e143b89009366c85eb,2021-07-23T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for their support and contributions in Twitter - we've reached 1k followers! 🥳,0,0,621f79e143b89009366c84de,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,5.17,55.0,False,for their support and contributions in Twitter - we've reached 1k followers! 🥳
124,504,621f79e143b89009366c86ec,2021-07-30T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for parameters content in the forum,0,621f79e143b89009366c86d3,621f79e143b89009366c86d3,Usua◎ Silver#2618,liviade#1387,shawn#7046,20.33,55.0,False,for parameters content in the forum
134,165,621f79e143b89009366c8516,2021-07-15T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for the long verification hack session for the final IH list,621f79e143b89009366c846f,0,0,AmwFund#0979,bends#3537,shawn#7046,21.43,55.0,False,for the long verification hack session for the final IH list
135,331,621f79e143b89009366c85c7,2021-07-19T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for Twitter support and contributions 🙏🏽,621f79e143b89009366c8504,0,621f79e143b89009366c84de,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,4.77,55.0,False,for Twitter support and contributions 🙏🏽
145,125,621f79e143b89009366c84ee,2021-07-15T22:00:00.000Z,karmaticacid | AFK til Sept 12#1218,iviangita#3204,for making the params parties work out,0,0,621f79e143b89009366c852b,Usua◎ Silver#2618,liviade#1387,shawn#7046,15.83,55.0,False,for making the params parties work out
147,171,621f79e143b89009366c851c,2021-07-15T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for the Impact Hour spreadsheet,0,0,621f79e143b89009366c8521,AmwFund#0979,bends#3537,shawn#7046,10.5,55.0,False,for the Impact Hour spreadsheet
148,203,621f79e143b89009366c853c,2021-07-15T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for staying extra late to work on the praise distribution,621f79e143b89009366c846f,0,621f79e143b89009366c8521,AmwFund#0979,bends#3537,shawn#7046,9.27,55.0,False,for staying extra late to work on the praise distribution
151,176,621f79e143b89009366c8521,2021-07-15T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for the insane amount of work they did with the praise analysis and Impact Hours,621f79e143b89009366c846f,0,0,AmwFund#0979,bends#3537,shawn#7046,37.1,55.0,False,for the insane amount of work they did with the praise analysis and Impact Hours
154,267,621f79e143b89009366c857c,2021-07-15T22:00:00.000Z,"sem(🌸,🐝)#0161",Mount Manu#3530,for being the heroes in finalizing all the details needed for us to hatch,0,0,621f79e143b89009366c8570,Usua◎ Silver#2618,bends#3537,shawn#7046,23.8,55.0,False,for being the heroes in finalizing all the details needed for us to hatch
156,105,621f79e143b89009366c84d8,2021-07-14T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,karmaticacid | AFK til Sept 12#1218,for staying up to the wee hours working on the IH distribution so we could Hatch today! 🎉,621f79e143b89009366c846f,0,621f79e143b89009366c84cf,AmwFund#0979,bends#3537,shawn#7046,13.6,55.0,False,for staying up to the wee hours working on the IH distribution so we could Hatch today! 🎉
158,535,621f79e143b89009366c870b,2021-07-30T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for holding down the table at ETHCC and spreading the word,0,0,621f79e143b89009366c86da,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,17.5,55.0,False,for holding down the table at ETHCC and spreading the word
159,500,621f79e143b89009366c86e8,2021-07-30T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for the amazing coordination for the EthCC,621f79e143b89009366c8613,0,0,AmwFund#0979,bends#3537,shawn#7046,22.67,55.0,False,for the amazing coordination for the EthCC
160,541,621f79e143b89009366c8711,2021-07-30T22:00:00.000Z,liviade#1387,Mount Manu#3530,for speaking at the conferences,0,621f79e143b89009366c8684,621f79e143b89009366c85e3,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,20.6,55.0,False,for speaking at the conferences
161,96,621f79e143b89009366c84cf,2021-07-14T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Juankbell#7458,for hacking until late hours the final touches of the IH distribution so that we can be ready for launching the hatch! You rock guys,621f79e143b89009366c846f,621f79e143b89009366c84b7,0,AmwFund#0979,bends#3537,shawn#7046,19.9,55.0,False,for hacking until late hours the final touches of the IH distribution so that we can be ready for launching the hatch! You rock guys
162,511,621f79e143b89009366c86f3,2021-07-30T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for their leadership in everything inspiring that happened in Paris,621f79e143b89009366c8613,0,621f79e143b89009366c86e8,AmwFund#0979,bends#3537,shawn#7046,6.17,55.0,False,for their leadership in everything inspiring that happened in Paris
164,418,621f79e143b89009366c8684,2021-07-28T22:00:00.000Z,liviade#1387,divine_comedian#5493,for speaking at the conferences last week,0,0,621f79e143b89009366c85e3,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,17.5,55.0,False,for speaking at the conferences last week
168,523,621f79e143b89009366c86ff,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for visiting Suga’s house,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,1.13,34.0,False,for visiting Suga’s house
172,515,621f79e143b89009366c86f7,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for that night they stayed up listening to music with Chuy,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,2.13,34.0,False,for that night they stayed up listening to music with Chuy
173,371,621f79e143b89009366c8601,2021-07-24T22:00:00.000Z,liviade#1387,anna-marie#8824,for getting up on stage and sharing so passionately about the TEC values and systems,0,0,621f79e143b89009366c85e3,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,27.17,55.0,False,for getting up on stage and sharing so passionately about the TEC values and systems
177,495,621f79e143b89009366c86e3,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for being Juan’s amazing roommates,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,2.47,34.0,False,for being Juan’s amazing roommates
187,499,621f79e143b89009366c86e7,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for the moments he and Zep shared together in EthCC,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,3.13,34.0,False,for the moments he and Zep shared together in EthCC
193,542,621f79e143b89009366c8712,2021-07-30T22:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for looking after the TEC fam and keeping everybody healthy,621f79e143b89009366c8686,0,621f79e143b89009366c8686,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2.4,34.0,False,for looking after the TEC fam and keeping everybody healthy
202,497,621f79e143b89009366c86e5,2021-07-30T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for working like an animal in Paris,621f79e143b89009366c84b3,0,0,AmwFund#0979,Vyvy-vi#5040,shawn#7046,9.13,34.0,False,for working like an animal in Paris
203,215,621f79e143b89009366c8548,2021-07-15T22:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for being an awesome leader,0,0,621f79e143b89009366c8524,AmwFund#0979,Vyvy-vi#5040,shawn#7046,3.13,34.0,False,for being an awesome leader
206,223,621f79e143b89009366c8550,2021-07-15T22:00:00.000Z,anna-marie#8824,Mount Manu#3530,for forming an orientation group,0,0,621f79e143b89009366c84b9,Tamarandom#9361,bends#3537,shawn#7046,13.43,34.0,False,for forming an orientation group
208,416,621f79e143b89009366c8682,2021-07-28T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,divine_comedian#5493,for speaking at the conferences last week,621f79e143b89009366c85cf,0,621f79e143b89009366c867d,AmwFund#0979,bends#3537,shawn#7046,3.5,34.0,False,for speaking at the conferences last week
214,270,621f79e143b89009366c857f,2021-07-15T22:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for being the heroes in finalizing all the details needed for us to hatch,621f79e143b89009366c856a,0,621f79e143b89009366c856a,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,5.63,34.0,False,for being the heroes in finalizing all the details needed for us to hatch
220,411,621f79e143b89009366c867d,2021-07-28T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,divine_comedian#5493,for making an amazing TEC gathering in Paris possible,621f79e143b89009366c8613,0,0,AmwFund#0979,bends#3537,shawn#7046,13.0,34.0,False,for making an amazing TEC gathering in Paris possible
222,29,621f79e143b89009366c8481,2021-07-12T22:00:00.000Z,divine_comedian#5493,Zeptimus#3359,for posting all the post recently posted so huge work!,0,0,621f79e143b89009366c8466,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,5.47,34.0,False,for posting all the post recently posted so huge work!
225,132,621f79e143b89009366c84f5,2021-07-15T22:00:00.000Z,"sem(🌸,🐝)#0161",iviangita#3204,for testing the hatch and doing a side deployment,0,0,621f79e143b89009366c8570,Usua◎ Silver#2618,bends#3537,shawn#7046,15.13,34.0,False,for testing the hatch and doing a side deployment
226,219,621f79e143b89009366c854c,2021-07-15T22:00:00.000Z,"sem(🌸,🐝)#0161",Mount Manu#3530,for being a good leader,0,0,621f79e143b89009366c850c,Usua◎ Silver#2618,bends#3537,shawn#7046,10.8,34.0,False,for being a good leader
229,501,621f79e143b89009366c86e9,2021-07-30T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for the amazing coordination for the EthCC,621f79e143b89009366c84b3,621f79e143b89009366c86d5,621f79e143b89009366c86d5,AmwFund#0979,Vyvy-vi#5040,shawn#7046,2.53,34.0,False,for the amazing coordination for the EthCC
232,481,621f79e143b89009366c86d5,2021-07-30T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for setting up such a good time in Paris and making it easy for everyone who went to EthCC,621f79e143b89009366c84b3,0,0,AmwFund#0979,Vyvy-vi#5040,shawn#7046,15.13,34.0,False,for setting up such a good time in Paris and making it easy for everyone who went to EthCC
239,196,621f79e143b89009366c8535,2021-07-15T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for all their work on Params and for their forum posts,0,0,621f79e143b89009366c8466,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,10.8,34.0,False,for all their work on Params and for their forum posts
240,173,621f79e143b89009366c851e,2021-07-15T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for all the work they did with the forum posts and all the dashboard configuration stuff,0,0,621f79e143b89009366c8466,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,30.8,55.0,False,for all the work they did with the forum posts and all the dashboard configuration stuff
241,266,621f79e143b89009366c857b,2021-07-15T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for being the heroes in finalizing all the details needed for us to hatch,621f79e143b89009366c846f,0,621f79e143b89009366c856d,AmwFund#0979,bends#3537,shawn#7046,12.47,34.0,False,for being the heroes in finalizing all the details needed for us to hatch
247,527,621f79e143b89009366c8703,2021-07-30T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,iviangita#3204,for the amazing adventure and getting Livia in everything and for taking care of everyone and just being super generous,621f79e143b89009366c8613,0,0,AmwFund#0979,bends#3537,shawn#7046,15.67,34.0,False,for the amazing adventure and getting Livia in everything and for taking care of everyone and just being super generous
249,72,621f79e143b89009366c84b7,2021-07-13T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,liviade#1387,for hacking on the IH integration last night 🙌,621f79e143b89009366c846f,0,0,AmwFund#0979,bends#3537,shawn#7046,18.77,34.0,False,for hacking on the IH integration last night 🙌
250,202,621f79e143b89009366c853b,2021-07-15T22:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for leading Comms like a champ,621f79e143b89009366c8524,0,621f79e143b89009366c8524,AmwFund#0979,Vyvy-vi#5040,shawn#7046,8.57,34.0,False,for leading Comms like a champ
252,187,621f79e143b89009366c852c,2021-07-15T22:00:00.000Z,natesuits#4789,iviangita#3204,"for jumping in params, giving feedback and asking questions",0,0,621f79e143b89009366c8539,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,16.8,34.0,False,"for jumping in params, giving feedback and asking questions"
254,139,621f79e143b89009366c84fc,2021-07-15T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for ,0,0,621f79e143b89009366c84eb,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,0.7,21.0,False,for 
266,198,621f79e143b89009366c8537,2021-07-15T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for all their work on Params and for their forum posts,0,621f79e143b89009366c84f0,621f79e143b89009366c852d,AmwFund#0979,bends#3537,calazki#3961,1.73,21.0,False,for all their work on Params and for their forum posts
279,528,621f79e143b89009366c8704,2021-07-30T22:00:00.000Z,mateodaza#3156,iviangita#3204,for being in Paris with TEC,0,621f79e143b89009366c85b8,0,Tamarandom#9361,bends#3537,Mettodo#7010,4.37,21.0,False,for being in Paris with TEC
299,157,621f79e143b89009366c850e,2021-07-15T22:00:00.000Z,natesuits#4789,iviangita#3204,for the Hatcher guidebook,0,0,621f79e143b89009366c8585,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,7.7,21.0,False,for the Hatcher guidebook
301,26,621f79e143b89009366c847e,2021-07-12T22:00:00.000Z,iviangita#3204,eduardovegap#0422,for an amazing work on the TS final list of activated members!,0,621f79e143b89009366c8471,0,Tamarandom#9361,bends#3537,divine_comedian#5493,6.03,21.0,False,for an amazing work on the TS final list of activated members!
304,492,621f79e143b89009366c86e0,2021-07-30T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for ,0,0,621f79e143b89009366c86d2,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,0.43,13.0,False,for 
307,268,621f79e143b89009366c857d,2021-07-15T22:00:00.000Z,ygg_anderson#4998,Mount Manu#3530,for being the heroes in finalizing all the details needed for us to hatch,621f79e143b89009366c8578,0,0,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,11.6,21.0,False,for being the heroes in finalizing all the details needed for us to hatch
