TO,FROM,REASON,SERVER,DATE,CHANNEL
iviangita#3204,Zeptimus#3359, for taking care of polishing Transparency of funding flows to be ready to post ,Token Engineering Commons,Jan-03-2022,🙏｜praise
ALOYSIOUS#3049,Zeptimus#3359,and  for the transparency research work done! ,Token Engineering Commons,Jan-03-2022,🙏｜praise
amanwithwings#0165,Zeptimus#3359,and  for the transparency research work done! ,Token Engineering Commons,Jan-03-2022,🙏｜praise
eduardovegap#0422,acidlazzer#5796,for representing TEC at the 1hive TV stream today! ✨ ,Token Engineering Commons,Jan-03-2022,🙏｜praise
AnaTech#7412,chuygarcia.eth#6692,for today's TE Academy TEAM sync where we set up our workspace and gnosis safe ,Token Engineering Commons,Jan-03-2022,🙏｜praise
angieberryberry#9822,chuygarcia.eth#6692,for today's TE Academy TEAM sync where we set up our workspace and gnosis safe ,Token Engineering Commons,Jan-03-2022,🙏｜praise
casale.eth#6107,chuygarcia.eth#6692,for today's TE Academy TEAM sync where we set up our workspace and gnosis safe ,Token Engineering Commons,Jan-03-2022,🙏｜praise
chuygarcia.eth#6692,AnaTech#7412," to help us to create our workspace and gnosis safe , always enthusiastic and open to hear and help with doubts. ",Token Engineering Commons,Jan-03-2022,🙏｜praise
angieberryberry#9822,AnaTech#7412, Thank you TE Academy Team for coming back stronger after holidays 🦾 ,Token Engineering Commons,Jan-03-2022,🙏｜praise
casale.eth#6107,AnaTech#7412, Thank you TE Academy Team for coming back stronger after holidays 🦾 ,Token Engineering Commons,Jan-03-2022,🙏｜praise
chuygarcia.eth#6692,AnaTech#7412, Thank you TE Academy Team for coming back stronger after holidays 🦾 ,Token Engineering Commons,Jan-03-2022,🙏｜praise
chuygarcia.eth#6692,angieberryberry#9822,for the high commitment to the TE Academy Team 🥰 ,Token Engineering Commons,Jan-03-2022,🙏｜praise
AnaTech#7412,angieberryberry#9822,for the high commitment to the TE Academy Team 🥰 ,Token Engineering Commons,Jan-03-2022,🙏｜praise
casale.eth#6107,angieberryberry#9822,for the high commitment to the TE Academy Team 🥰 ,Token Engineering Commons,Jan-03-2022,🙏｜praise
Vyvy-vi#5040,MS#4235,"for always going the extra mile. Not only did you provide data for me to check out, but you provide a bunch of context and background information that helped out immensely 💯 ",Token Engineering Commons,Jan-03-2022,🙏｜praise
chuygarcia.eth#6692,lEscanore#7764,@mrtdlgc 🐝 for joining the translation T.E.A.M call! ,Token Engineering Commons,Jan-03-2022,🙏｜praise
mrtdlgc 🐝#4912,lEscanore#7764,@mrtdlgc 🐝 for joining the translation T.E.A.M call! ,Token Engineering Commons,Jan-03-2022,🙏｜praise
NikosamA98#5909,lEscanore#7764,@mrtdlgc 🐝 for joining the translation T.E.A.M call! ,Token Engineering Commons,Jan-03-2022,🙏｜praise
Techno#8514,lEscanore#7764,@mrtdlgc 🐝 for joining the translation T.E.A.M call! ,Token Engineering Commons,Jan-03-2022,🙏｜praise
lEscanore#7764,chuygarcia.eth#6692,"for coming to the translations call even though he's a little bit sick, thanks for your time buddy! ",Token Engineering Commons,Jan-03-2022,🙏｜praise
ALOYSIOUS#3049,Fobey.eth#4516,and do well in the transparency research. ,Token Engineering Commons,Jan-04-2022,🙏｜praise
iviangita#3204,Fobey.eth#4516,and do well in the transparency research. ,Token Engineering Commons,Jan-04-2022,🙏｜praise
chuygarcia.eth#6692,Zeptimus#3359," for presenting dework, it brings so much transparency! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
durgadas#9280,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
acidlazzer#5796,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
EdgarWeb3#5783,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
MarioRozo#3294,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
Zeptimus#3359,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
ZER8🧠#9093,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
Techno#8514,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
Juankbell#7458,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
johnjonas#2307,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
Mount Manu#3530,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
streamerd#5565,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
natesuits#4789,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
NikosamA98#5909,chuygarcia.eth#6692,@Mount Manu for attending and engaging in the Comms call this week <:TEC:835016327542210560> ,Token Engineering Commons,Jan-04-2022,🙏｜praise
Aurelio#6499,chuygarcia.eth#6692,for providing amazing and extended feedback on the voter's pamphlet ,Token Engineering Commons,Jan-04-2022,🙏｜praise
Zeptimus#3359,liviade#1387,"@griff (💜, 💜) for attending the soft gov call today! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
natesuits#4789,liviade#1387,"@griff (💜, 💜) for attending the soft gov call today! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
AmwFund#0979,liviade#1387,"@griff (💜, 💜) for attending the soft gov call today! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
"griff (💜, 💜)#8888",liviade#1387,"@griff (💜, 💜) for attending the soft gov call today! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
chuygarcia.eth#6692,liviade#1387,"@griff (💜, 💜) for attending the soft gov call today! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
durgadas#9280,liviade#1387,"@griff (💜, 💜) for attending the soft gov call today! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
eduardovegap#0422,liviade#1387,"@griff (💜, 💜) for attending the soft gov call today! ",Token Engineering Commons,Jan-04-2022,🙏｜praise
AmwFund#0979,liviade#1387,for offering support with hatcher outreach for the voters pamphlets ,Token Engineering Commons,Jan-04-2022,🙏｜praise
graial#0787,liviade#1387,for sharing resources on Ostrom's IAD framework ,Token Engineering Commons,Jan-04-2022,🙏｜praise
durgadas#9280,liviade#1387,for adding their touch to the covenant proposal description ,Token Engineering Commons,Jan-04-2022,🙏｜praise
Zeptimus#3359,liviade#1387,for adding their touch to the covenant proposal description ,Token Engineering Commons,Jan-04-2022,🙏｜praise
ygg_anderson#4998,liviade#1387,for the incredible modules he made using systems of the human body to exemplify exercises in the governauts rewards group 😍 ,Token Engineering Commons,Jan-04-2022,🙏｜praise
ALOYSIOUS#3049,innov8tor3#3988,... His great work laying out the Gravity Trello board! ,Token Engineering Commons,Jan-05-2022,🙏｜praise
Mert Ozd#6679,nic#9212,@Mert Ozd for updating notion structure 🥳 ,Token Engineering Commons,Jan-05-2022,🎑｜omega
vangelis#4349,chuygarcia.eth#6692,"for the amazing book he's working on where he's including case studies for the Commons Stack and TEC, we're happy to have you in our communmity 🙂 ",Token Engineering Commons,Jan-05-2022,🙏｜praise
chuygarcia.eth#6692,vangelis#4349,for his for his extensive help and discussion over the Commons Stack and the TEC hatch as part of my research on the commons and my book Blockchain and the Commons ,Token Engineering Commons,Jan-05-2022,🙏｜praise
Sha#6179,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
MorganicMovement 🍄#1085,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
MarioRozo#3294,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
Techno#8514,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
MoeNick#1374,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
teaci#6108,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
A3#3343,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
natesuits#4789,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
Zeptimus#3359,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
alantv#0964,eduardovegap#0422,"@Sha, @MorganicMovement 🍄, @MarioRozo, @Techno, @MoeNick, @teaci, @A3, @natesuits, and for joining our orientation call today! Looking forward to see you on our community! ",Token Engineering Commons,Jan-05-2022,🙏｜praise
NikosamA98#5909,eduardovegap#0422,for recommending our community to @Techno! ,Token Engineering Commons,Jan-05-2022,🙏｜praise
Techno#8514,eduardovegap#0422,for recommending our community to @Techno! ,Token Engineering Commons,Jan-05-2022,🙏｜praise
Juankbell#7458,eduardovegap#0422,for recommending our community to @MarioRozo! ,Token Engineering Commons,Jan-05-2022,🙏｜praise
MarioRozo#3294,eduardovegap#0422,for recommending our community to @MarioRozo! ,Token Engineering Commons,Jan-05-2022,🙏｜praise
Mert Ozd#6679,Letty#5399,@Mert Ozd for such a great skeleton for TE Consilience Library on Notion ,Token Engineering Commons,Jan-05-2022,🎑｜omega
kristofer#1475,liviade#1387,for the amazing praise demo they presented today! ,Token Engineering Commons,Jan-05-2022,🙏｜praise
Nebs#2035,liviade#1387,for the amazing praise demo they presented today! ,Token Engineering Commons,Jan-05-2022,🙏｜praise
Mount Manu#3530,nic#9212,@Mount Manu for already having written many pages of content for his session ,Token Engineering Commons,Jan-05-2022,🎑｜omega
Tam2140#9361,Zeptimus#3359,for sharing very important feedback on the transparency proposal regarding extra hours🙏 ,Token Engineering Commons,Jan-05-2022,🙏｜praise
MorganicMovement 🍄#1085,Juankbell#7458,@MorganicMovement 🍄 for collaborating in Gravity and entering in the TECs rabbit hole ,Token Engineering Commons,Jan-06-2022,🙏｜praise
Zeptimus#3359,Tam2140#9361,for recommending the playlist - https://open.spotify.com/album/3MdiH74FL8mhlbnR6DcqJd - for the Sprint Retrospective today. 🙏🏽 ,Token Engineering Commons,Jan-06-2022,🙏｜praise
Juankbell#7458,chuygarcia.eth#6692,for all your support and initiative in twitter syncs ,Token Engineering Commons,Jan-06-2022,🙏｜praise
acidlazzer#5796,chuygarcia.eth#6692,for all your support and initiative in twitter syncs ,Token Engineering Commons,Jan-06-2022,🙏｜praise
lEscanore#7764,chuygarcia.eth#6692,@mrtdlgc 🐝 for the first steps in the translations index! looking forward to see the next advance on monday 🙂 ,Token Engineering Commons,Jan-06-2022,🙏｜praise
mrtdlgc 🐝#4912,chuygarcia.eth#6692,@mrtdlgc 🐝 for the first steps in the translations index! looking forward to see the next advance on monday 🙂 ,Token Engineering Commons,Jan-06-2022,🙏｜praise
Zeptimus#3359,liviade#1387,for recording all our reward system calls and uploading them so promptly to youtube! ,Token Engineering Commons,Jan-06-2022,💸｜reward-system
eduardovegap#0422,karmaticacid#1218,for organizing hatcher outreach for the commons upgrade ,Token Engineering Commons,Jan-06-2022,🙏｜praise
Tam2140#9361,karmaticacid#1218,for organizing hatcher outreach for the commons upgrade ,Token Engineering Commons,Jan-06-2022,🙏｜praise
durgadas#9280,chuygarcia.eth#6692,for having among his talents apple certifications and being available to help the community with technical problems (and old macbooks 😅) ,Token Engineering Commons,Jan-06-2022,🙏｜praise
eduardovegap#0422,karmaticacid#1218,for offering to take engagement photos for Griff & me! 😍 ,Token Engineering Commons,Jan-06-2022,🙏｜praise
"griff (💜, 💜)#8888",Juankbell#7458,"@griff (💜, 💜)  and for their engagement! wish you much happiness 🙂 ",Token Engineering Commons,Jan-06-2022,🙏｜praise
karmaticacid#1218,Juankbell#7458,"@griff (💜, 💜)  and for their engagement! wish you much happiness 🙂 ",Token Engineering Commons,Jan-06-2022,🙏｜praise
eduardovegap#0422,MorganicMovement 🍄#1085,for tracking me as a newbie to the space and collaborating on my integration process 🤗 ,Token Engineering Commons,Jan-07-2022,🙏｜praise
BiancaGadelha#2667,MorganicMovement 🍄#1085,"for being a heart centered and highly motivated human, with stellar ideas to support Gravity's longevity  💗 ",Token Engineering Commons,Jan-07-2022,🙏｜praise
Juankbell#7458,MorganicMovement 🍄#1085,"for having trail-blazed Gravity, and for opening the doors for multiplicity in collaboration, and for fielding my many many many questions 😉 ",Token Engineering Commons,Jan-07-2022,🙏｜praise
iviangita#3204,"griff (💜, 💜)#8888","for an incredible Legal call, legal is a lot of thankless work, and she is doing a fantastic job. ",Token Engineering Commons,Jan-07-2022,🙏｜praise
durgadas#9280,Juankbell#7458,"for being a support wheel in Gravity, helping to build trust, to make documents matrix and roadmaps, infographics,  documents, and being a communicational bridge between people in the community 👍 ",Token Engineering Commons,Jan-07-2022,🙏｜praise
liviade#1387,Juankbell#7458,for being a snapshot rockstar! and integrating POAP to our commons upgrade vote 🙂 ,Token Engineering Commons,Jan-07-2022,🙏｜praise
BK#7471,metaverde#2503,"for showing up for the lab, getting the word out, and getting a few more people to pop in. This was the best Solidity lab session yet. ",Token Engineering Commons,Jan-07-2022,🙏｜praise
Vyvy-vi#5040,metaverde#2503,for coming to the lab and hanging out with us. ,Token Engineering Commons,Jan-07-2022,🙏｜praise
Mount Manu#3530,metaverde#2503,@Mount Manu for bringing in ideas for measuring outcomes. ,Token Engineering Commons,Jan-07-2022,🙏｜praise
SweptbackCat#9656,metaverde#2503,"for tearing it up in the lab, running away with the bit, and getting the contract deployed on Rinkeby. ",Token Engineering Commons,Jan-07-2022,🙏｜praise
bends#3537,metaverde#2503,for being brave and hanging out with us in the lab today. ,Token Engineering Commons,Jan-07-2022,🙏｜praise
Monoma23#5497,metaverde#2503,and for coming to the lab session today. ,Token Engineering Commons,Jan-07-2022,🙏｜praise
johann#1308,metaverde#2503,and for coming to the lab session today. ,Token Engineering Commons,Jan-07-2022,🙏｜praise
metaverde#2503,metaverde#2503,for sticking it out and doing the labs. ,Token Engineering Commons,Jan-07-2022,🙏｜praise
metaverde#2503,bends#3537,for leading labs session and for providing info on various learning resources! ,Token Engineering Commons,Jan-07-2022,🙏｜praise
karmaticacid#1218,Zeptimus#3359, for such a strong debate and probably the cleanest presentation ,Token Engineering Commons,Jan-07-2022,🙏｜praise
Juankbell#7458,Zeptimus#3359,for shilling for the inclusion on the tec ,Token Engineering Commons,Jan-07-2022,🙏｜praise
Nuggan#5183,Zeptimus#3359,for a middle ground proposal with so much money into the common pool to advance te! ,Token Engineering Commons,Jan-07-2022,🙏｜praise
Tam2140#9361,Zeptimus#3359,for a proposal that value the collective intelligence and not only the money we raised! ,Token Engineering Commons,Jan-07-2022,🙏｜praise
chuygarcia.eth#6692,Zeptimus#3359,cia.eth for a fantastic comunism show dude it was so fun! ,Token Engineering Commons,Jan-07-2022,🙏｜praise
eduardovegap#0422,Tam2140#9361,for doing all the Hatcher outreach over the weekend and peronally reaching out to all Hatchers whose discord names we don't have so that they know that the time to vote is now! 🙌🏽 ,Token Engineering Commons,Jan-10-2022,🙏｜praise
natesuits#4789,Tam2140#9361,for doing all the Hatcher outreach over the weekend and peronally reaching out to all Hatchers whose discord names we don't have so that they know that the time to vote is now! 🙌🏽 ,Token Engineering Commons,Jan-10-2022,🙏｜praise
AmwFund#0979,Tam2140#9361,for doing all the Hatcher outreach over the weekend and peronally reaching out to all Hatchers whose discord names we don't have so that they know that the time to vote is now! 🙌🏽 ,Token Engineering Commons,Jan-10-2022,🙏｜praise
karmaticacid#1218,Tam2140#9361,for doing all the Hatcher outreach over the weekend and peronally reaching out to all Hatchers whose discord names we don't have so that they know that the time to vote is now! 🙌🏽 ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Juankbell#7458,Tam2140#9361,for doing all the Hatcher outreach over the weekend and peronally reaching out to all Hatchers whose discord names we don't have so that they know that the time to vote is now! 🙌🏽 ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for pushing through the last retrospective with mad skillz as usual ,Token Engineering Commons,Jan-10-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,"@sem  🐝 @Vitor Marthendal for all the work that they’re doing to make sure we have a safe launch, finding all the intricacies that we have to deal with for the launch ",Token Engineering Commons,Jan-10-2022,🙏｜praise
elessar.eth#7945,Mount Manu#3530,"@sem  🐝 @Vitor Marthendal for all the work that they’re doing to make sure we have a safe launch, finding all the intricacies that we have to deal with for the launch ",Token Engineering Commons,Jan-10-2022,🙏｜praise
Nuggan#5183,Mount Manu#3530,"@sem  🐝 @Vitor Marthendal for all the work that they’re doing to make sure we have a safe launch, finding all the intricacies that we have to deal with for the launch ",Token Engineering Commons,Jan-10-2022,🙏｜praise
bradleyc#3333,Mount Manu#3530,"@sem  🐝 @Vitor Marthendal for all the work that they’re doing to make sure we have a safe launch, finding all the intricacies that we have to deal with for the launch ",Token Engineering Commons,Jan-10-2022,🙏｜praise
Vitor Marthendal#0090,Mount Manu#3530,"@sem  🐝 @Vitor Marthendal for all the work that they’re doing to make sure we have a safe launch, finding all the intricacies that we have to deal with for the launch ",Token Engineering Commons,Jan-10-2022,🙏｜praise
r33pich33p#6906,Mount Manu#3530,@Mount Manu for all the magic that they do in the background to make sure we stay on track ,Token Engineering Commons,Jan-10-2022,🙏｜praise
freshelle#9882,Mount Manu#3530,@Mount Manu for all the magic that they do in the background to make sure we stay on track ,Token Engineering Commons,Jan-10-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,@Mount Manu for all the magic that they do in the background to make sure we stay on track ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,@Mount Manu for all the magic that they do in the background to make sure we stay on track ,Token Engineering Commons,Jan-10-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for being great at Soft Gov ,Token Engineering Commons,Jan-10-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for leading the Voter’s Pamphlet efforts ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"@griff (💜, 💜) for contributing to the Voter’s Pamphlet issue ",Token Engineering Commons,Jan-10-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for contributing to the Voter’s Pamphlet issue ",Token Engineering Commons,Jan-10-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,"@griff (💜, 💜) for contributing to the Voter’s Pamphlet issue ",Token Engineering Commons,Jan-10-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,"@griff (💜, 💜) for contributing to the Voter’s Pamphlet issue ",Token Engineering Commons,Jan-10-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,"@griff (💜, 💜) for contributing to the Voter’s Pamphlet issue ",Token Engineering Commons,Jan-10-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"@griff (💜, 💜) for contributing to the Voter’s Pamphlet issue ",Token Engineering Commons,Jan-10-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for the launch timeline that he went over on TEC’s last retrospective call ",Token Engineering Commons,Jan-10-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for leading the TEC’s last retrospective call ,Token Engineering Commons,Jan-10-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for bringing awareness of the Dework tool ,Token Engineering Commons,Jan-10-2022,🙏｜praise
gabi#4807,Mount Manu#3530,for bringing awareness of the Dework tool ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for being Zepti’s eternal duo since the beginning of the TEC ,Token Engineering Commons,Jan-10-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for hosting some of the debates we are in the midst of ,Token Engineering Commons,Jan-10-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for hosting some of the debates we are in the midst of ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for hosting some of the debates we are in the midst of ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Nuggan#5183,Mount Manu#3530,for hosting some of the debates we are in the midst of ,Token Engineering Commons,Jan-10-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for hosting some of the debates we are in the midst of ,Token Engineering Commons,Jan-10-2022,🙏｜praise
mheuer#9922,Juankbell#7458,for for recommending this video. I really like how we are starting to find voices in the space for conflict management. Will try to connect with him (merjlin) I'm sure we will have a lot to talk about 🙂 - https://www.youtube.com/watch?v=Gng6-nfITkY ,Token Engineering Commons,Jan-10-2022,🕊｜gravity
liviade#1387,Mount Manu#3530,for expressing her feelings publicly because it takes courage to do so ,Token Engineering Commons,Jan-10-2022,🙏｜praise
mheuer#9922,Juankbell#7458,(Michael) for recommending this video. I really like how we are starting to find voices in the space for conflict management. Will try to connect with him (merjlin) I'm sure we will have a lot to talk about 🙂 - https://www.youtube.com/watch?v=Gng6-nfITkY ,Token Engineering Commons,Jan-10-2022,🙏｜praise
solsista#5370,Mount Manu#3530,for terrific insights on our community ,Token Engineering Commons,Jan-10-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,"@griff (💜, 💜) for the voter’s pamphlet finalization ",Token Engineering Commons,Jan-10-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"@griff (💜, 💜) for the voter’s pamphlet finalization ",Token Engineering Commons,Jan-10-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,"@griff (💜, 💜) for the voter’s pamphlet finalization ",Token Engineering Commons,Jan-10-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for the voter’s pamphlet finalization ",Token Engineering Commons,Jan-10-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,"@griff (💜, 💜) for the voter’s pamphlet finalization ",Token Engineering Commons,Jan-10-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"@griff (💜, 💜) for the voter’s pamphlet finalization ",Token Engineering Commons,Jan-10-2022,🙏｜praise
