,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,DUPLICATION AGREED,ORIGINAL MSG
151,621f79e343b89009366ca21c,2021-12-03T23:00:00.000Z,Sapote#7653,Mount Manu#3530,for joining the orientation call,621f79e343b89009366ca19b,621f79e343b89009366ca19b,0,0,enti#1546,bends#3537,Sha#6179,liviade#1387,0.47,False,for joining the orientation call
152,621f79e343b89009366ca21d,2021-12-03T23:00:00.000Z,Sohan#2187,Mount Manu#3530,for joining the orientation call,621f79e343b89009366ca1a2,621f79e343b89009366ca1a2,0,621f79e343b89009366ca1a2,enti#1546,bends#3537,Sha#6179,osycross(🦎🦎)#5943,0.3,False,for joining the orientation call
153,621f79e343b89009366ca21e,2021-12-03T23:00:00.000Z,zadok7.eth#0007,Mount Manu#3530,for joining the orientation call,621f79e343b89009366ca1a4,621f79e343b89009366ca1a4,0,621f79e343b89009366ca1a4,missgene#7773,AmwFund#0979,Usua◎ Silver#2618,Nuggan#5183,0.38,False,for joining the orientation call
163,621f79e343b89009366ca228,2021-12-03T23:00:00.000Z,kristofer#1475,Mount Manu#3530,for jumping in here today to start our new WG,0,0,621f79e343b89009366ca254,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,1.6,False,for jumping in here today to start our new WG
164,621f79e343b89009366ca229,2021-12-03T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for the last Params Party he gave this week,0,621f79e343b89009366ca22b,0,621f79e343b89009366ca22b,tigeroid#2951,Vyvy-vi#5040,Usua◎ Silver#2618,Nuggan#5183,4.28,False,for the last Params Party he gave this week
174,621f79e343b89009366ca233,2021-12-03T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for their contributions on Twitter,0,0,621f79e343b89009366ca2cb,0,acidlazzer#5796,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,12.07,False,for their contributions on Twitter
175,621f79e343b89009366ca234,2021-12-03T23:00:00.000Z,ZER8🧠#9093,Mount Manu#3530,for their contributions on Twitter,0,0,0,621f79e343b89009366ca28c,Mettodo#7010,AmwFund#0979,Usua◎ Silver#2618,liviade#1387,7.28,False,for their contributions on Twitter
184,621f79e343b89009366ca23d,2021-12-03T23:00:00.000Z,liviade#1387,Mount Manu#3530,for nailing the metrics for when to shift to the Commons Upgrade,0,621f79e343b89009366ca204,0,0,missgene#7773,AmwFund#0979,teaci#6108,hanners717#2022,8.07,False,for nailing the metrics for when to shift to the Commons Upgrade
188,621f79e343b89009366ca241,2021-12-03T23:00:00.000Z,liviade#1387,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals,0,621f79e343b89009366ca204,0,0,missgene#7773,AmwFund#0979,teaci#6108,hanners717#2022,5.83,False,for joining the meeting that discussed extending the deadline to debate about proposals
200,621f79e343b89009366ca24d,2021-12-03T23:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for jumping right in into the coding of our dashboard,621f79e343b89009366ca206,0,0,0,missgene#7773,"griff (💜, 💜)#8888",teaci#6108,hanners717#2022,14.07,False,for jumping right in into the coding of our dashboard
205,621f79e343b89009366ca252,2021-12-03T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for carrying the Commons Swarm forward,621f79e343b89009366ca20a,0,0,0,missgene#7773,divine_comedian#5493,teaci#6108,hanners717#2022,5.88,False,for carrying the Commons Swarm forward
207,621f79e343b89009366ca254,2021-12-03T23:00:00.000Z,kristofer#1475,Mount Manu#3530,for his organizational skills and leadership around the whole Rewards initiative,0,621f79e343b89009366ca174,0,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,13.35,False,for his organizational skills and leadership around the whole Rewards initiative
211,621f79e343b89009366ca258,2021-12-03T23:00:00.000Z,MS#4235,Mount Manu#3530,for the analysis dashboard,0,621f79e343b89009366ca214,621f79e343b89009366ca214,0,Mettodo#7010,AmwFund#0979,innov8tor3#3988,hanners717#2022,3.05,False,for the analysis dashboard
212,621f79e343b89009366ca259,2021-12-03T23:00:00.000Z,🐙 octopus#5508,Mount Manu#3530,for the analysis dashboard,621f79e343b89009366ca215,621f79e343b89009366ca215,0,621f79e343b89009366ca215,missgene#7773,AmwFund#0979,zhiwei#1356,liviade#1387,2.95,False,for the analysis dashboard
218,621f79e343b89009366ca25f,2021-12-03T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for coming to all of the calls,0,0,621f79e343b89009366ca15f,0,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,4.78,False,for coming to all of the calls
222,621f79e343b89009366ca263,2021-12-03T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for presenting great params during the Stewards debate call,0,621f79e343b89009366ca22c,0,0,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,5.88,False,for presenting great params during the Stewards debate call
224,621f79e343b89009366ca265,2021-12-03T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for asking questions and participating in the Stewards debate call,0,621f79e343b89009366ca240,0,0,missgene#7773,"griff (💜, 💜)#8888",Sha#6179,Nuggan#5183,2.7,False,for asking questions and participating in the Stewards debate call
227,621f79e343b89009366ca268,2021-12-03T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for distributing the Params Party POAPs,0,621f79e343b89009366ca146,0,621f79e343b89009366ca146,Mettodo#7010,AmwFund#0979,Sha#6179,liviade#1387,1.87,False,for distributing the Params Party POAPs
229,621f79e343b89009366ca26a,2021-12-03T23:00:00.000Z,freshelle#9882,Mount Manu#3530,for being on top of payments (for the whole ecosystem!),621f79e343b89009366ca1d0,0,621f79e343b89009366ca1d0,621f79e343b89009366ca1d0,missgene#7773,"griff (💜, 💜)#8888",innov8tor3#3988,osycross(🦎🦎)#5943,10.2,False,for being on top of payments (for the whole ecosystem!)
232,621f79e343b89009366ca26d,2021-12-03T23:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for crushing through finalizing the dashboard,621f79e343b89009366ca206,0,0,0,missgene#7773,"griff (💜, 💜)#8888",teaci#6108,hanners717#2022,17.32,False,for crushing through finalizing the dashboard
233,621f79e343b89009366ca26e,2021-12-03T23:00:00.000Z,pKrepe#5682,Mount Manu#3530,for crushing through finalizing the dashboard,0,621f79e343b89009366ca24c,0,0,tigeroid#2951,"griff (💜, 💜)#8888",zhiwei#1356,hanners717#2022,8.1,False,for crushing through finalizing the dashboard
237,621f79e343b89009366ca272,2021-12-03T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for the hard work they’re doing with Comms,0,0,621f79e343b89009366ca2f6,0,acidlazzer#5796,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,8.82,False,for the hard work they’re doing with Comms
243,621f79e343b89009366ca278,2021-12-03T23:00:00.000Z,liviade#1387,Mount Manu#3530,for all the support that she gives in the community,621f79e343b89009366ca255,0,0,0,missgene#7773,AmwFund#0979,teaci#6108,hanners717#2022,6.33,False,for all the support that she gives in the community
245,621f79e343b89009366ca27a,2021-12-03T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for all the recordings that he does,0,621f79e343b89009366ca15f,621f79e343b89009366ca15f,621f79e343b89009366ca15f,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,9.63,False,for all the recordings that he does
247,621f79e343b89009366ca27c,2021-12-03T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for finishing up the Gitcoin Grants R12 updates just in time,621f79e343b89009366ca230,621f79e343b89009366ca230,0,0,enti#1546,AmwFund#0979,zhiwei#1356,hanners717#2022,8.95,False,for finishing up the Gitcoin Grants R12 updates just in time
249,621f79e343b89009366ca27e,2021-12-03T23:00:00.000Z,kristofer#1475,Mount Manu#3530,for all the work in the Rewards WG,621f79e343b89009366ca228,621f79e343b89009366ca174,621f79e343b89009366ca254,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,2.48,False,for all the work in the Rewards WG
254,621f79e343b89009366ca283,2021-12-03T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for always making us reflect on our community decisions,621f79e343b89009366ca25d,0,0,0,missgene#7773,"griff (💜, 💜)#8888",Sha#6179,Nuggan#5183,4.03,False,for always making us reflect on our community decisions
260,621f79e343b89009366ca289,2021-12-03T23:00:00.000Z,ALOYSIOUS#3049,Mount Manu#3530,for spreading the word about the TEC among amazing people,0,0,0,621f79e343b89009366ca216,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,8.7,False,for spreading the word about the TEC among amazing people
266,621f79e343b89009366ca28f,2021-12-03T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for presenting mind-blowing proposals that educate us all,0,0,0,621f79e343b89009366ca260,tigeroid#2951,Vyvy-vi#5040,Usua◎ Silver#2618,Nuggan#5183,5.38,False,for presenting mind-blowing proposals that educate us all
271,621f79e343b89009366ca294,2021-12-03T23:00:00.000Z,ALOYSIOUS#3049,Mount Manu#3530,for their indefatigable support in bringing in so many new people,0,0,621f79e343b89009366ca216,621f79e343b89009366ca216,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,2.23,False,for their indefatigable support in bringing in so many new people
278,621f79e343b89009366ca29b,2021-12-03T23:00:00.000Z,metaverde#2503,Mount Manu#3530,for leaving the Cryptozombie course on the TEC Lounge,0,621f79e343b89009366ca25a,0,0,tigeroid#2951,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,9.38,False,for leaving the Cryptozombie course on the TEC Lounge
283,621f79e343b89009366ca2a0,2021-12-03T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for the recordings and for the security of knowing that you’re there and you have our virtual back,0,0,621f79e343b89009366ca20c,621f79e343b89009366ca15f,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,6.4,False,for the recordings and for the security of knowing that you’re there and you have our virtual back
289,621f79e343b89009366ca2a6,2021-12-03T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for hosting Params Parties and debates,0,621f79e343b89009366ca22c,0,0,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,5.88,False,for hosting Params Parties and debates
291,621f79e343b89009366ca2a8,2021-12-03T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for hosting Params Parties and debates,0,0,621f79e343b89009366ca22e,0,acidlazzer#5796,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,19.13,False,for hosting Params Parties and debates
293,621f79e343b89009366ca2aa,2021-12-03T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for hosting the ABC AMA,621f79e343b89009366ca291,621f79e343b89009366ca291,0,0,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,2.95,False,for hosting the ABC AMA
294,621f79e343b89009366ca2ab,2021-12-03T23:00:00.000Z,JeffEmmett#7202,Mount Manu#3530,for hosting the ABC AMA,621f79e343b89009366ca292,621f79e343b89009366ca292,621f79e343b89009366ca292,0,missgene#7773,bends#3537,innov8tor3#3988,hanners717#2022,5.15,False,for hosting the ABC AMA
295,621f79e343b89009366ca2ac,2021-12-03T23:00:00.000Z,JessicaZartler#2263,Mount Manu#3530,for hosting the ABC AMA,0,621f79e343b89009366ca293,0,0,acidlazzer#5796,bends#3537,zhiwei#1356,bear100#9085,4.85,False,for hosting the ABC AMA
298,621f79e343b89009366ca2af,2021-12-03T23:00:00.000Z,delightfulabyss.eth#3679,Mount Manu#3530,for attending our Community Call,0,621f79e343b89009366ca1a5,0,0,missgene#7773,bends#3537,Sha#6179,osycross(🦎🦎)#5943,0.77,False,for attending our Community Call
302,621f79e343b89009366ca2b3,2021-12-03T23:00:00.000Z,kristofer#1475,Mount Manu#3530,for attending our Community Call,0,0,621f79e343b89009366ca222,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,0.78,False,for attending our Community Call
307,621f79e343b89009366ca2b8,2021-12-03T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for attending our Community Call,0,0,621f79e343b89009366ca15f,621f79e343b89009366ca25f,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,2.05,False,for attending our Community Call
312,621f79e343b89009366ca2bd,2021-12-03T23:00:00.000Z,billyjitsu#3865,Mount Manu#3530,for attending our Community Call,0,0,0,621f79e343b89009366ca2a4,missgene#7773,"griff (💜, 💜)#8888",Sha#6179,osycross(🦎🦎)#5943,0.7,False,for attending our Community Call
324,621f79e343b89009366ca2c9,2021-12-05T23:00:00.000Z,Zeptimus#3359,iviangita#3204,for the transparency param proposal!🕵️,0,0,0,621f79e343b89009366ca261,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,13.2,False,for the transparency param proposal!🕵️
348,621f79e343b89009366ca2e8,2021-12-06T23:00:00.000Z,angieberryberry#9822,chuygarcia.eth#6692,"for attending today's Comms WG call, one of the most inspiring calls ever! Thanks for making it special <:TEC:835016327542210560> <:PeepoBeeKind:769369963609718804>",0,0,0,621f79e343b89009366ca16e,enti#1546,divine_comedian#5493,zhiwei#1356,osycross(🦎🦎)#5943,1.77,False,"for attending today's Comms WG call, one of the most inspiring calls ever! Thanks for making it special <:TEC:835016327542210560> <:PeepoBeeKind:769369963609718804>"
355,621f79e343b89009366ca2ef,2021-12-06T23:00:00.000Z,chuygarcia.eth#6692,acidlazzer#5796,for all the awesome work his doing building the TEAM DAO 🔊,0,0,621f79e343b89009366ca231,621f79e343b89009366ca231,acidlazzer#5796,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,10.9,False,for all the awesome work his doing building the TEAM DAO 🔊
357,621f79e343b89009366ca2f1,2021-12-06T23:00:00.000Z,divine_comedian#5493,liviade#1387,for hosting an insightful param party in soft gov,621f79e343b89009366ca2f3,621f79e343b89009366ca2f3,0,0,enti#1546,Vyvy-vi#5040,teaci#6108,hanners717#2022,6.9,False,for hosting an insightful param party in soft gov
364,621f79e343b89009366ca2f8,2021-12-07T23:00:00.000Z,divine_comedian#5493,Fobey.eth#4516,for hosting an excellent stuff. blessed!,621f79e343b89009366ca2f3,0,0,0,enti#1546,Vyvy-vi#5040,teaci#6108,hanners717#2022,2.95,False,for hosting an excellent stuff. blessed!
370,621f79e343b89009366ca300,2021-12-07T23:00:00.000Z,kristofer#1475,Vyvy-vi#5040,for a really interesting sync today and sharing interesting ideas and conversation,0,0,621f79e343b89009366ca306,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,4.6,False,for a really interesting sync today and sharing interesting ideas and conversation
375,621f79e343b89009366ca305,2021-12-07T23:00:00.000Z,ALOYSIOUS#3049,MS#4235,"for creating and facilitating an awesome survey about praise, and for giving such a thorough review of the results.",0,0,0,621f79e343b89009366ca304,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,10.1,False,"for creating and facilitating an awesome survey about praise, and for giving such a thorough review of the results."
381,621f79e343b89009366ca30b,2021-12-07T23:00:00.000Z,divine_comedian#5493,PhilH#1102,for sharing the vision and the achievements of TEC to Ethereum France members on live streaming <a:celebrate:810344717489012747>,621f79e343b89009366ca309,0,0,0,enti#1546,Vyvy-vi#5040,teaci#6108,hanners717#2022,7.38,False,for sharing the vision and the achievements of TEC to Ethereum France members on live streaming <a:celebrate:810344717489012747>
386,621f79e343b89009366ca310,2021-12-08T23:00:00.000Z,divine_comedian#5493,Tam2140#9361,for a terrific presentation in French ethCC France yesterday. Bang up job!,621f79e343b89009366ca309,0,0,0,enti#1546,Vyvy-vi#5040,teaci#6108,hanners717#2022,8.13,False,for a terrific presentation in French ethCC France yesterday. Bang up job!
390,621f79e343b89009366ca314,2021-12-08T23:00:00.000Z,Zeptimus#3359,divine_comedian#5493,for all their work and thoughtfulness in creating the quantifier onboarding process,0,621f79e343b89009366ca303,621f79e343b89009366ca303,0,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,6.95,False,for all their work and thoughtfulness in creating the quantifier onboarding process
392,621f79e343b89009366ca316,2021-12-08T23:00:00.000Z,kristofer#1475,divine_comedian#5493,for PMing the Reward System and keeping track of all the pieces,0,621f79e343b89009366ca174,0,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,11.35,False,for PMing the Reward System and keeping track of all the pieces
393,621f79e343b89009366ca317,2021-12-08T23:00:00.000Z,karmaticacid#1218,divine_comedian#5493,for becoming a steward,621f79e343b89009366ca414,621f79e343b89009366ca414,0,621f79e343b89009366ca414,enti#1546,Vyvy-vi#5040,Sha#6179,bear100#9085,0.9,False,for becoming a steward
403,621f79e343b89009366ca321,2021-12-08T23:00:00.000Z,Nebs#2035,divine_comedian#5493,for all the work he does coding the reward system front-end,0,0,0,621f79e343b89009366ca211,tigeroid#2951,AmwFund#0979,teaci#6108,osycross(🦎🦎)#5943,12.28,False,for all the work he does coding the reward system front-end
405,621f79e343b89009366ca323,2021-12-08T23:00:00.000Z,kristofer#1475,divine_comedian#5493,for their work on the RW backend,0,0,0,621f79e343b89009366ca316,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,16.07,False,for their work on the RW backend
406,621f79e343b89009366ca324,2021-12-08T23:00:00.000Z,graial#0787,Vyvy-vi#5040,for diving into the praise spreadsheet and finding ways to squash all the bugs!,621f79e343b89009366ca2fc,0,0,621f79e343b89009366ca2fc,Mettodo#7010,divine_comedian#5493,Usua◎ Silver#2618,osycross(🦎🦎)#5943,13.45,False,for diving into the praise spreadsheet and finding ways to squash all the bugs!
409,621f79e343b89009366ca327,2021-12-08T23:00:00.000Z,ALOYSIOUS#3049,graial#0787,for collecting the praise survey results and drawing out some of the sentiments that have developed around praise in the past months,0,0,0,621f79e343b89009366ca304,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,8.85,False,for collecting the praise survey results and drawing out some of the sentiments that have developed around praise in the past months
414,621f79e343b89009366ca32c,2021-12-08T23:00:00.000Z,ALOYSIOUS#3049,Juankbell#7458,for her enthusiasm and contributions in different fronts. I really liked the analysis from the praise perception survey,0,0,0,621f79e343b89009366ca304,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,4.85,False,for her enthusiasm and contributions in different fronts. I really liked the analysis from the praise perception survey
423,621f79e343b89009366ca336,2021-12-08T23:00:00.000Z,ALOYSIOUS#3049,liviade#1387,for conducing and presenting a praise survey to both the TEC reward group and the Governauts research group,0,0,0,621f79e343b89009366ca304,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,7.35,False,for conducing and presenting a praise survey to both the TEC reward group and the Governauts research group
440,621f79e343b89009366ca347,2021-12-08T23:00:00.000Z,kristofer#1475,liviade#1387,for the pace of work he maintains and for the coordination quality he delivers every week in the reward group,0,621f79e343b89009366ca174,621f79e343b89009366ca306,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,6.95,False,for the pace of work he maintains and for the coordination quality he delivers every week in the reward group
467,621f79e343b89009366ca373,2021-12-09T23:00:00.000Z,Zeptimus#3359,MS#4235,"for all of the hard work on the quantifier onboarding document, and for still hopping into the call while in transit :).",0,621f79e343b89009366ca303,621f79e343b89009366ca303,621f79e343b89009366ca303,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,5.28,False,"for all of the hard work on the quantifier onboarding document, and for still hopping into the call while in transit :)."
476,621f79e343b89009366ca37c,2021-12-09T23:00:00.000Z,kristofer#1475,GideonRo#3175,for explaining the evolution and current status of PRAISE at at the DAO Rewards Systems Assemblage. This is a great explanation. I am learning a lot and it's great visibility for TEC's work here.,0,0,621f79e343b89009366ca306,0,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,21.85,False,for explaining the evolution and current status of PRAISE at at the DAO Rewards Systems Assemblage. This is a great explanation. I am learning a lot and it's great visibility for TEC's work here.
478,621f79e343b89009366ca37e,2021-12-09T23:00:00.000Z,kristofer#1475,liviade#1387,for giving a great presentation about praise at the DAO reward system assemblage! We are so lucky to have you leading the TEC reward system effort 🙌,621f79e343b89009366ca37c,621f79e343b89009366ca37c,621f79e343b89009366ca306,621f79e343b89009366ca37c,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,2.95,False,for giving a great presentation about praise at the DAO reward system assemblage! We are so lucky to have you leading the TEC reward system effort 🙌
479,621f79e343b89009366ca37f,2021-12-09T23:00:00.000Z,kristofer#1475,MS#4235,for such an awesome presentation representing the efforts and work going on here in a meaningful and authentic way. 🔥,621f79e343b89009366ca37c,621f79e343b89009366ca37c,621f79e343b89009366ca306,621f79e343b89009366ca37c,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,2.95,False,for such an awesome presentation representing the efforts and work going on here in a meaningful and authentic way. 🔥
480,621f79e343b89009366ca380,2021-12-09T23:00:00.000Z,JessicaZartler#2263,akrtws (TE Academy)#4246,"for supporting the DAO Rewards Systems Assemblage from day 1 with making connections, suggestings talks etc.",0,0,0,621f79e343b89009366ca35e,acidlazzer#5796,bends#3537,zhiwei#1356,bear100#9085,5.08,False,"for supporting the DAO Rewards Systems Assemblage from day 1 with making connections, suggestings talks etc."
486,621f79e343b89009366ca386,2021-12-09T23:00:00.000Z,heater#9765,akrtws (TE Academy)#4246,for all the fun and guidance in the TE Academy research group sessions,0,621f79e343b89009366ca32f,0,0,Mettodo#7010,AmwFund#0979,zhiwei#1356,bear100#9085,11.03,False,for all the fun and guidance in the TE Academy research group sessions
495,621f79e343b89009366ca38f,2021-12-09T23:00:00.000Z,akrtws (TE Academy)#4246,sidcode#1729,for the assemblage,0,621f79e343b89009366ca35c,0,0,tigeroid#2951,divine_comedian#5493,Sha#6179,hanners717#2022,0.77,False,for the assemblage
503,621f79e343b89009366ca3a1,2021-12-10T23:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,0,621f79e343b89009366ca352,0,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,1.95,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
511,621f79e343b89009366ca3a9,2021-12-10T23:00:00.000Z,RodriCastillo#1415,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,621f79e343b89009366ca1f1,0,0,0,tigeroid#2951,divine_comedian#5493,zhiwei#1356,liviade#1387,1.82,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
528,621f79e343b89009366ca3ba,2021-12-11T23:00:00.000Z,kristofer#1475,Mount Manu#3530,for their work in the Rewards WG and in the Rewards Dashboard,621f79e343b89009366ca37c,621f79e343b89009366ca174,0,621f79e343b89009366ca316,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,7.8,False,for their work in the Rewards WG and in the Rewards Dashboard
533,621f79e343b89009366ca3bf,2021-12-11T23:00:00.000Z,"sem(🌸,🐝)#0161",Mount Manu#3530,for their awesome work in Commons Swarm,0,0,0,621f79e343b89009366ca251,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,3.83,False,for their awesome work in Commons Swarm
536,621f79e343b89009366ca3c2,2021-12-11T23:00:00.000Z,ZER8🧠#9093,Mount Manu#3530,for taking the lead on Twitter posting,0,621f79e343b89009366ca234,0,0,Mettodo#7010,AmwFund#0979,Usua◎ Silver#2618,liviade#1387,11.53,False,for taking the lead on Twitter posting
