"id","date","to user account","to user account id","to eth address","from user account","from user account id","from eth address","reason","source id","source name","score 1","score 2","score 3","score 4","score 5","duplicate id 1","duplicate id 2","duplicate id 3","duplicate id 4","duplicate id 5","dismissed 1","dismissed 2","dismissed 3","dismissed 4","dismissed 5","quantifier 1 username","quantifier 1 eth address","quantifier 2 username","quantifier 2 eth address","quantifier 3 username","quantifier 3 eth address","quantifier 4 username","quantifier 4 eth address","quantifier 5 username","quantifier 5 eth address","avg score"
"63a2a3054287630828df0608","2022-12-21T06:09:09.406Z","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","innov8tor3#3988","621f79d195a79aa51435b94e","0xBCAD90F4a1ED4067d9bC33D4089FF18A82250253","for strong listening and thinking skills, but also stepping into connectivity, seeing that folk having effective dialogue with stewards in the right place to make a difference begins to make any organisation tick along more effectively.","DISCORD:810180621930070088:810180622165213218","DISCORD:Token%20Engineering%20Commons:%F0%9F%92%AC%EF%BD%9Cgeneral",8,21,8,34,13,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",16.8
"63a34b0f4287630828df0617","2022-12-21T18:06:07.056Z","Sha#6179","6224ffc66cf31bb86ae975c4","0x46D79ec988A2f603477e81Ff2C0C7EDeF3901145","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for helping to think through how to use the curation service for interest groups","DISCORD:810180621930070088:1054560428237262948","DISCORD:Token%20Engineering%20Commons:%F0%9F%97%B3%EF%BD%9Cvoting-systems%20%2F%20Praise%20for%20Voting%20System",5,8,8,21,5,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",9.4
"63a39cbd4287630828df0626","2022-12-21T23:54:37.908Z","Vyvy-vi#5040","621f79ce95a79aa51435b207","0x2fA130927814B590623031e846f059df9554FdDe","pat.zip (TE Academy)#5266","621f79d995a79aa51435d3aa","0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49","for building the praise bot that includes sending DMs for important reminders, for example for quantifiers to quantify","DISCORD:810180621930070088:932649711259766865","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cquantifier-support",13,21,21,55,5,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",23
"63a39cdd4287630828df0635","2022-12-21T23:55:09.475Z","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","pat.zip (TE Academy)#5266","621f79d995a79aa51435d3aa","0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49","for sending me a reminder and keep me from forgetting to quantify praises 🎉","DISCORD:810180621930070088:932649711259766865","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cquantifier-support",3,8,8,13,8,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",8
"63a47a874287630828df064e","2022-12-22T15:40:55.958Z","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","enti#1546","6220d93f95a79aa51436be5e","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017","for deploying LASERTAG on mainnet, we now can access funds sent from Giveth donations and more things on Ethereum!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",34,13,8,34,13,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",20.4
"63a55a5c4287630828df065d","2022-12-23T07:35:56.295Z","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","innov8tor3#3988","621f79d195a79aa51435b94e","0xBCAD90F4a1ED4067d9bC33D4089FF18A82250253","for the dedication he shows to the rewards scheme, making sure praise raters show up regularly to allocate praise scores. I hope he's getting some great insight from this and can in time use it more widely on behalf of TEC","DISCORD:810180621930070088:932649711259766865","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cquantifier-support",13,55,21,55,21,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",33
"63a5bf3d4287630828df066c","2022-12-23T14:46:21.012Z","akrtws (TE Academy)#4246","621f79cf95a79aa51435b3c3","0xA26d6AEB775a9528c012B748ACe66E3B0FD574cE","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","for the amazing and constant community work they are doing in the Token Engineering Academy! So much stuff happening all the time, it's really great to see.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",21,21,8,55,8,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",22.6
"63a5bf3e4287630828df0673","2022-12-23T14:46:22.171Z","🐙 octopus#5508","621f79d995a79aa51435d2e2","0x77d40c87D423eFb7ec576e80998A48377Adf86dF","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","for the amazing and constant community work they are doing in the Token Engineering Academy! So much stuff happening all the time, it's really great to see.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",21,13,8,55,8,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",21
"63a5bf3e4287630828df067a","2022-12-23T14:46:22.801Z","angieberry.eth#9822","621f79da95a79aa51435d52a","0xc163041D404e7657530491577665E40Da84C9Bd7","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","for the amazing and constant community work they are doing in the Token Engineering Academy! So much stuff happening all the time, it's really great to see.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",13,13,8,55,8,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",19.4
"63a5bf3f4287630828df0681","2022-12-23T14:46:23.340Z","pat.zip (TE Academy)#5266","621f79d995a79aa51435d3aa","0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","for the amazing and constant community work they are doing in the Token Engineering Academy! So much stuff happening all the time, it's really great to see.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",21,13,8,55,8,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",21
"63a616bc4287630828df0690","2022-12-23T20:59:40.597Z","r-x-x#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for fixing a roles configuration problem in Discord that was preventing Clarity from syncing threads with Discord","DISCORD:810180621930070088:1055952664892022925","DISCORD:Token%20Engineering%20Commons:%F0%9F%90%9D%EF%BD%9Ccoordinators%20%2F%20Praise!%20-%20Coordination",8,21,8,34,13,,,,,,false,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","Zeptimus#3359","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737",16.8
