,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
40,714,621f79e343b89009366c9d0e,2021-11-12T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for contributing to Params Parties,0,621f79e343b89009366c9cf5,0,0,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,4.88,55.0,False,for contributing to Params Parties
41,186,621f79e343b89009366c9aed,2021-11-04T23:00:00.000Z,r33pich33p#6906,iviangita#3204,"for the amazing work he did to get TEC and Giveth involved in the retroactive funding with Optimism, which both received major funds",621f79e343b89009366c9b54,621f79e343b89009366c9a7a,0,621f79e343b89009366c9b81,Usua◎ Silver#2618,liviade#1387,Zeptimus#3359,Vyvy-vi#5040,2.02,55.0,False,"for the amazing work he did to get TEC and Giveth involved in the retroactive funding with Optimism, which both received major funds"
43,202,621f79e343b89009366c9aff,2021-11-04T23:00:00.000Z,r33pich33p#6906,iviangita#3204,for taking the initiative to submit an application for TEC that got some votes in Optimism funding,0,621f79e343b89009366c9a7a,0,0,Usua◎ Silver#2618,liviade#1387,Zeptimus#3359,Vyvy-vi#5040,5.63,55.0,False,for taking the initiative to submit an application for TEC that got some votes in Optimism funding
44,1560,621f79e343b89009366ca0a9,2021-11-25T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for pushing on the Rewards System,0,0,0,621f79e343b89009366c9ef1,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,17.45,55.0,False,for pushing on the Rewards System
46,1562,621f79e343b89009366ca0ab,2021-11-25T23:00:00.000Z,kristofer#1475,Mount Manu#3530,for pushing on the Rewards System,0,0,0,621f79e343b89009366c9ec2,bends#3537,Mike Brunt#0745,Zeptimus#3359,shawn#7046,15.57,55.0,False,for pushing on the Rewards System
47,689,621f79e343b89009366c9cf5,2021-11-12T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for awesome Params Party hosting and getting it out to all external groups within our ecosystem,0,0,0,621f79e343b89009366c9c9a,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,17.77,55.0,False,for awesome Params Party hosting and getting it out to all external groups within our ecosystem
49,215,621f79e343b89009366c9b0c,2021-11-04T23:00:00.000Z,r33pich33p#6906,iviangita#3204,for getting us notoriety (and a little bit of money) through the Optimism Grant he took on by himself,0,621f79e343b89009366c9a7a,0,0,Usua◎ Silver#2618,liviade#1387,Zeptimus#3359,Vyvy-vi#5040,6.13,55.0,False,for getting us notoriety (and a little bit of money) through the Optimism Grant he took on by himself
50,610,621f79e343b89009366c9ca0,2021-11-10T23:00:00.000Z,fabiomendes#4802,divine_comedian#5493,for their development work on the CCD,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,2.48,55.0,False,for their development work on the CCD
51,280,621f79e343b89009366c9b4d,2021-11-04T23:00:00.000Z,Nuggan#5183,iviangita#3204,for working hard on the commons config dashboard,0,0,0,621f79e343b89009366c9aa0,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,19.45,55.0,False,for working hard on the commons config dashboard
53,278,621f79e343b89009366c9b4b,2021-11-04T23:00:00.000Z,fabiomendes#4802,iviangita#3204,for working hard on the commons config dashboard,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,621f79e343b89009366c9b22,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,2.35,55.0,False,for working hard on the commons config dashboard
54,1555,621f79e343b89009366ca0a4,2021-11-25T23:00:00.000Z,Loie#2921,Mount Manu#3530,for the extraordinary Graviton Training sessions that they conducted,0,621f79e343b89009366ca026,0,621f79e343b89009366ca026,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,10.45,55.0,False,for the extraordinary Graviton Training sessions that they conducted
56,433,621f79e343b89009366c9be6,2021-11-04T23:00:00.000Z,Vyvy-vi#5040,Juankbell#7458,for developing a Discord bot that makes breakout rooms in calls 🤯  real great hack man!,0,0,0,621f79e343b89009366c9b90,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,shawn#7046,22.32,55.0,False,for developing a Discord bot that makes breakout rooms in calls 🤯  real great hack man!
58,124,621f79e343b89009366c9aa7,2021-11-03T23:00:00.000Z,r33pich33p#6906,divine_comedian#5493,for sorting out the Optimism PGF funding proposal,0,621f79e343b89009366c9a7a,0,0,Usua◎ Silver#2618,liviade#1387,Zeptimus#3359,Vyvy-vi#5040,7.38,55.0,False,for sorting out the Optimism PGF funding proposal
60,429,621f79e343b89009366c9be2,2021-11-04T23:00:00.000Z,r33pich33p#6906,Mount Manu#3530,for submitting a grant proposal on Optimism and getting us some funding,0,621f79e343b89009366c9a7a,0,0,Usua◎ Silver#2618,liviade#1387,Zeptimus#3359,Vyvy-vi#5040,7.38,55.0,False,for submitting a grant proposal on Optimism and getting us some funding
65,354,621f79e343b89009366c9b97,2021-11-04T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for hosting several Params Parties each,0,621f79e343b89009366c9aae,0,621f79e343b89009366c9aae,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,7.95,55.0,False,for hosting several Params Parties each
67,332,621f79e343b89009366c9b81,2021-11-04T23:00:00.000Z,r33pich33p#6906,Griff 🔥AFK till Sept 15🔥#8888,for pushing the Retro Active Funding action for the TEC and Giveth,0,621f79e343b89009366c9a7a,0,0,Usua◎ Silver#2618,liviade#1387,Zeptimus#3359,Vyvy-vi#5040,6.63,55.0,False,for pushing the Retro Active Funding action for the TEC and Giveth
69,1529,621f79e343b89009366ca08a,2021-11-25T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for making an emergency fix to the dashboard to get it running for Lauren’s Params Parties,0,0,621f79e343b89009366c9a9e,0,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,6.13,55.0,False,for making an emergency fix to the dashboard to get it running for Lauren’s Params Parties
70,295,621f79e343b89009366c9b5c,2021-11-04T23:00:00.000Z,Nuggan#5183,iviangita#3204,for hosting param parties this week,0,621f79e343b89009366c9aae,0,621f79e343b89009366c9aae,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,7.45,55.0,False,for hosting param parties this week
71,595,621f79e343b89009366c9c91,2021-11-10T23:00:00.000Z,fabiomendes#4802,karmaticacid | AFK til Sept 12#1218,for making improvements on the dashboard,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,621f79e343b89009366c9b22,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,2.85,55.0,False,for making improvements on the dashboard
72,1581,621f79e343b89009366ca0be,2021-11-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for being an awesome leader,0,621f79e343b89009366ca04c,0,0,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tamarandom#9361,16.32,55.0,False,for being an awesome leader
73,287,621f79e343b89009366c9b54,2021-11-04T23:00:00.000Z,r33pich33p#6906,iviangita#3204,for the retroactive public goods funding proposal at Optimism,0,621f79e343b89009366c9a7a,0,0,Usua◎ Silver#2618,liviade#1387,Zeptimus#3359,Vyvy-vi#5040,6.63,55.0,False,for the retroactive public goods funding proposal at Optimism
76,262,621f79e343b89009366c9b3b,2021-11-04T23:00:00.000Z,fabiomendes#4802,iviangita#3204,for the amazing tool that they’re building for the TEC,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,0,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,4.65,55.0,False,for the amazing tool that they’re building for the TEC
80,223,621f79e343b89009366c9b14,2021-11-04T23:00:00.000Z,Nuggan#5183,iviangita#3204,for all the work you've been doing with the param parties,0,621f79e343b89009366c9aae,0,0,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,6.63,55.0,False,for all the work you've been doing with the param parties
86,1612,621f79e343b89009366ca0dd,2021-11-25T23:00:00.000Z,nic#9212,Mount Manu#3530,for the conceptualization and execution of the new onboarding experience,0,621f79e343b89009366c9a2b,0,0,Mount Manu#3530,AmwFund#0979,innov8tor3#3988,enti#1546,16.82,55.0,False,for the conceptualization and execution of the new onboarding experience
90,1126,621f79e343b89009366c9eeb,2021-11-21T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for being total dashboard heroes,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,621f79e343b89009366c9b22,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,2.85,55.0,False,for being total dashboard heroes
92,1080,621f79e343b89009366c9ebd,2021-11-21T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for the amazing Graviton training that is now coming to a close,0,621f79e343b89009366c9b0e,0,0,Mount Manu#3530,liviade#1387,divine_comedian#5493,PhilH#1102,9.13,55.0,False,for the amazing Graviton training that is now coming to a close
93,237,621f79e343b89009366c9b22,2021-11-04T23:00:00.000Z,fabiomendes#4802,iviangita#3204,for pushing forward the dashboard updates,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,0,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,5.15,55.0,False,for pushing forward the dashboard updates
94,233,621f79e343b89009366c9b1e,2021-11-04T23:00:00.000Z,pKrepe#5682,iviangita#3204,for pushing forward the dashboard updates,621f79e343b89009366c9a9d,0,0,621f79e343b89009366c9a9d,Maxwe11#7157,missgene#7773,divine_comedian#5493,osycross(🦎🦎)#5943,16.2,55.0,False,for pushing forward the dashboard updates
95,678,621f79e343b89009366c9cea,2021-11-12T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for all the work they put into making the dashboard happen,0,621f79e343b89009366c9ca1,0,621f79e343b89009366c9ca1,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,6.08,55.0,False,for all the work they put into making the dashboard happen
97,684,621f79e343b89009366c9cf0,2021-11-12T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for all the work they put into making the dashboard happen,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,621f79e343b89009366c9b22,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,3.35,55.0,False,for all the work they put into making the dashboard happen
99,699,621f79e343b89009366c9cff,2021-11-12T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for the revival of Gravity and for the 2nd Graviton training,0,621f79e343b89009366c9b0e,0,0,Mount Manu#3530,liviade#1387,divine_comedian#5493,PhilH#1102,7.88,55.0,False,for the revival of Gravity and for the 2nd Graviton training
103,718,621f79e343b89009366c9d12,2021-11-12T23:00:00.000Z,pKrepe#5682,Mount Manu#3530,for his work on the quadratic voting,0,0,621f79e343b89009366c9b98,0,Maxwe11#7157,missgene#7773,divine_comedian#5493,osycross(🦎🦎)#5943,18.38,55.0,False,for his work on the quadratic voting
106,759,621f79e343b89009366c9d3b,2021-11-12T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for their active development on the dashboard,0,621f79e343b89009366c9a9e,621f79e343b89009366c9a9e,621f79e343b89009366c9b22,bends#3537,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,3.35,55.0,False,for their active development on the dashboard
107,1345,621f79e343b89009366c9fc7,2021-11-24T23:00:00.000Z,Zeptimus#3359,ZER8🧠#9093,for his work in Transparency,0,0,621f79e343b89009366c9f48,621f79e343b89009366c9f48,Maxwe11#7157,zhiwei#1356,Parrachia#0450,shawn#7046,4.75,55.0,False,for his work in Transparency
110,261,621f79e343b89009366c9b3a,2021-11-04T23:00:00.000Z,pKrepe#5682,iviangita#3204,for the amazing tool that they’re building for the TEC,0,0,0,621f79e343b89009366c9a9d,Maxwe11#7157,missgene#7773,divine_comedian#5493,osycross(🦎🦎)#5943,20.57,55.0,False,for the amazing tool that they’re building for the TEC
113,384,621f79e343b89009366c9bb5,2021-11-04T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for his presentation on this week’s Graviton training,621f79e343b89009366c9a50,621f79e343b89009366c9a4e,0,621f79e343b89009366c9a4e,Griff 🔥AFK till Sept 15🔥#8888,AmwFund#0979,teaci#6108,PhilH#1102,3.67,55.0,False,for his presentation on this week’s Graviton training
116,1170,621f79e343b89009366c9f17,2021-11-21T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for his steady presence in Gravity and the Graviton Trainings,0,621f79e343b89009366c9b0e,0,0,Mount Manu#3530,liviade#1387,divine_comedian#5493,PhilH#1102,7.88,55.0,False,for his steady presence in Gravity and the Graviton Trainings
122,1439,621f79e343b89009366ca025,2021-11-25T23:00:00.000Z,Mount Manu#3530,iviangita#3204,for putting together such a moving Graviton Training,621f79e343b89009366c9a50,621f79e343b89009366c9a4e,0,0,Griff 🔥AFK till Sept 15🔥#8888,AmwFund#0979,teaci#6108,PhilH#1102,6.4,55.0,False,for putting together such a moving Graviton Training
124,529,621f79e343b89009366c9c4a,2021-11-09T23:00:00.000Z,Zeptimus#3359,iviangita#3204,for brainstorming on how to improve the transparency audit forum post and make it clearer,0,0,621f79e343b89009366c9f48,0,Maxwe11#7157,zhiwei#1356,Parrachia#0450,shawn#7046,5.88,55.0,False,for brainstorming on how to improve the transparency audit forum post and make it clearer
125,1424,621f79e343b89009366ca016,2021-11-25T23:00:00.000Z,pKrepe#5682,iviangita#3204,for last minute fixes on the dashboard,0,621f79e343b89009366c9ff5,0,0,Maxwe11#7157,missgene#7773,divine_comedian#5493,osycross(🦎🦎)#5943,7.88,55.0,False,for last minute fixes on the dashboard
126,1528,621f79e343b89009366ca089,2021-11-25T23:00:00.000Z,pKrepe#5682,Mount Manu#3530,for making an emergency fix to the dashboard to get it running for Lauren’s Params Parties,621f79e343b89009366ca016,621f79e343b89009366c9ff5,621f79e343b89009366ca016,621f79e343b89009366ca016,Maxwe11#7157,missgene#7773,divine_comedian#5493,osycross(🦎🦎)#5943,2.02,55.0,False,for making an emergency fix to the dashboard to get it running for Lauren’s Params Parties
131,630,621f79e343b89009366c9cb4,2021-11-10T23:00:00.000Z,Vyvy-vi#5040,Zeptimus#3359,for being a great team building the reward system for tec🧡🙏,0,0,621f79e343b89009366c9cb0,621f79e343b89009366c9cb0,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,shawn#7046,4.83,55.0,False,for being a great team building the reward system for tec🧡🙏
138,133,621f79e343b89009366c9ab0,2021-11-03T23:00:00.000Z,kristofer#1475,divine_comedian#5493,for their insights and finding solutions in the rewards system development,0,0,0,621f79e343b89009366c9a82,bends#3537,Mike Brunt#0745,Zeptimus#3359,shawn#7046,17.2,55.0,False,for their insights and finding solutions in the rewards system development
140,1303,621f79e343b89009366c9f9d,2021-11-23T23:00:00.000Z,Vyvy-vi#5040,MS#4235,for rocking it on the new onboarding experience!,0,621f79e343b89009366c9f94,621f79e343b89009366c9f94,621f79e343b89009366c9f94,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,shawn#7046,3.68,55.0,False,for rocking it on the new onboarding experience!
142,987,621f79e343b89009366c9e50,2021-11-17T23:00:00.000Z,pKrepe#5682,liviade#1387,for making the quadratic ranked choice voting on snapshot and being patient with all the troubleshoots we are having to manage!,621f79e343b89009366c9d12,0,0,621f79e343b89009366c9d12,Maxwe11#7157,missgene#7773,divine_comedian#5493,osycross(🦎🦎)#5943,15.32,55.0,False,for making the quadratic ranked choice voting on snapshot and being patient with all the troubleshoots we are having to manage!
144,711,621f79e343b89009366c9d0b,2021-11-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for contributing to Params Parties,0,621f79e343b89009366c9cf4,0,621f79e343b89009366c9c6b,Griff 🔥AFK till Sept 15🔥#8888,missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,6.43,55.0,False,for contributing to Params Parties
145,1438,621f79e343b89009366ca024,2021-11-25T23:00:00.000Z,liviade#1387,iviangita#3204,for putting together such a moving Graviton Training,0,0,621f79e343b89009366c9f40,0,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tamarandom#9361,29.82,55.0,False,for putting together such a moving Graviton Training
148,730,621f79e343b89009366c9d1e,2021-11-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for being Params Party hosts,0,621f79e343b89009366c9cf4,0,621f79e343b89009366c9c9c,Griff 🔥AFK till Sept 15🔥#8888,missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,6.43,55.0,False,for being Params Party hosts
149,203,621f79e343b89009366c9b00,2021-11-04T23:00:00.000Z,Mount Manu#3530,iviangita#3204,for his leadership course and all the cool initiatives he’s taking for self-development,0,621f79e343b89009366c9a4e,0,0,Griff 🔥AFK till Sept 15🔥#8888,AmwFund#0979,teaci#6108,PhilH#1102,18.27,55.0,False,for his leadership course and all the cool initiatives he’s taking for self-development
151,629,621f79e343b89009366c9cb3,2021-11-10T23:00:00.000Z,Nuggan#5183,Zeptimus#3359,for being a great team building the reward system for tec🧡🙏,0,621f79e343b89009366c9caf,0,621f79e343b89009366c9caf,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,6.83,55.0,False,for being a great team building the reward system for tec🧡🙏
153,349,621f79e343b89009366c9b92,2021-11-04T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for the incredible leadership presentation he gave on the Graviton Training,621f79e343b89009366c9a50,621f79e343b89009366c9a4e,0,621f79e343b89009366c9a4e,Griff 🔥AFK till Sept 15🔥#8888,AmwFund#0979,teaci#6108,PhilH#1102,4.42,55.0,False,for the incredible leadership presentation he gave on the Graviton Training
154,688,621f79e343b89009366c9cf4,2021-11-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for awesome Params Party hosting and getting it out to all external groups within our ecosystem,0,0,0,621f79e343b89009366c9c9c,Griff 🔥AFK till Sept 15🔥#8888,missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,22.93,55.0,False,for awesome Params Party hosting and getting it out to all external groups within our ecosystem
156,175,621f79e343b89009366c9ada,2021-11-03T23:00:00.000Z,durgadas#9280,GideonRo#3175,for his input on the cultural aspects of partnerships and pointing me to Cynefin.,0,621f79e343b89009366c9ad8,0,0,Usua◎ Silver#2618,missgene#7773,divine_comedian#5493,Vyvy-vi#5040,9.88,55.0,False,for his input on the cultural aspects of partnerships and pointing me to Cynefin.
158,218,621f79e343b89009366c9b0f,2021-11-04T23:00:00.000Z,Mount Manu#3530,iviangita#3204,"for contributing to Graviton Training, you’ve been doing an amazing job and the attendance has been absolutely phenomenal",621f79e343b89009366c9a50,621f79e343b89009366c9a4e,0,621f79e343b89009366c9a4e,Griff 🔥AFK till Sept 15🔥#8888,AmwFund#0979,teaci#6108,PhilH#1102,4.42,55.0,False,"for contributing to Graviton Training, you’ve been doing an amazing job and the attendance has been absolutely phenomenal"
159,1607,621f79e343b89009366ca0d8,2021-11-25T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for the conceptualization and execution of the new onboarding experience,0,621f79e343b89009366c9f94,621f79e343b89009366c9f94,621f79e343b89009366c9f94,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,shawn#7046,5.67,55.0,False,for the conceptualization and execution of the new onboarding experience
162,579,621f79e343b89009366c9c7f,2021-11-10T23:00:00.000Z,rdfbbx#6437,kristofer#1475,"for being a backend developer wizard, pushing a steady stream of high quality praise system code!",0,621f79e343b89009366c9c66,621f79e343b89009366c9c66,621f79e343b89009366c9c66,lee0007#8152,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,4.03,55.0,False,"for being a backend developer wizard, pushing a steady stream of high quality praise system code!"
164,632,621f79e343b89009366c9cb6,2021-11-10T23:00:00.000Z,rdfbbx#6437,Zeptimus#3359,for being a great team building the reward system for tec🧡🙏,0,621f79e343b89009366c9c66,621f79e343b89009366c9c66,0,lee0007#8152,AmwFund#0979,Parrachia#0450,osycross(🦎🦎)#5943,5.7,55.0,False,for being a great team building the reward system for tec🧡🙏
165,1554,621f79e343b89009366ca0a3,2021-11-25T23:00:00.000Z,liviade#1387,Mount Manu#3530,for the extraordinary Graviton Training sessions that they conducted,621f79e343b89009366ca024,621f79e343b89009366ca024,621f79e343b89009366c9f40,0,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tamarandom#9361,7.15,55.0,False,for the extraordinary Graviton Training sessions that they conducted
168,271,621f79e343b89009366c9b44,2021-11-04T23:00:00.000Z,Juankbell#7458,iviangita#3204,for their work at the last Graviton session,0,621f79e343b89009366c9b0e,621f79e343b89009366c9b0e,621f79e343b89009366c9b0e,Mount Manu#3530,liviade#1387,divine_comedian#5493,PhilH#1102,4.22,55.0,False,for their work at the last Graviton session
169,1050,621f79e343b89009366c9e9e,2021-11-18T23:00:00.000Z,Vyvy-vi#5040,GideonRo#3175,for all his hard work in implementing the cool new automation that will be rolling out on the TEC Discord server!,0,621f79e343b89009366c9e70,0,621f79e343b89009366c9e70,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,shawn#7046,6.83,55.0,False,for all his hard work in implementing the cool new automation that will be rolling out on the TEC Discord server!
170,390,621f79e343b89009366c9bbb,2021-11-04T23:00:00.000Z,nic#9212,Mount Manu#3530,for the Onboarding Dashboard she’s been working on,0,621f79e343b89009366c9a2a,621f79e343b89009366c9a2b,621f79e343b89009366c9a2b,Mount Manu#3530,AmwFund#0979,innov8tor3#3988,enti#1546,5.35,55.0,False,for the Onboarding Dashboard she’s been working on
171,745,621f79e343b89009366c9d2d,2021-11-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for hosting Params Parties,0,621f79e343b89009366c9cf4,0,621f79e343b89009366c9d24,Griff 🔥AFK till Sept 15🔥#8888,missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,9.1,55.0,False,for hosting Params Parties
