,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DISMISSAL AGREED,ORIGINAL MSG
478,498,627fb67f90ff2413f6a069ae,2022-05-14T14:02:39.986Z,AmwFund#0979,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,True,False,False,False,eduardovegap#0422,tigeroid#2951,bends#3537,boonjue.eth#7124,0.5,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
479,499,627fb68090ff2413f6a069b2,2022-05-14T14:02:40.857Z,Mert Ozd#6679,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,True,True,False,False,eduardovegap#0422,tigeroid#2951,bends#3537,osycross(🦎🦎)#5943,0.33,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
480,342,627610b580e3d475393f14f0,2022-05-07T06:24:53.760Z,AmwFund#0979,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,True,False,False,False,eduardovegap#0422,tigeroid#2951,bends#3537,boonjue.eth#7124,0.67,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
481,361,6276111d80e3d475393f1541,2022-05-07T06:26:37.689Z,bear100#9085,freshelle#9882,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,True,False,False,eduardovegap#0422,tigeroid#2951,bends#3537,osycross(🦎🦎)#5943,0.33,1.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
482,508,627fb6b190ff2413f6a069da,2022-05-14T14:03:29.779Z,kristofer#1475,freshelle#9882,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,True,False,False,eduardovegap#0422,tigeroid#2951,bends#3537,boonjue.eth#7124,0.5,1.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
483,359,6276111c80e3d475393f1538,2022-05-07T06:26:36.089Z,ALOYSIOUS#3049,freshelle#9882,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,True,False,False,missgene#7773,tigeroid#2951,bends#3537,boonjue.eth#7124,0.75,1.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
484,346,627610b780e3d475393f1500,2022-05-07T06:24:55.764Z,ddan#2489,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,True,False,False,False,eduardovegap#0422,tigeroid#2951,Usua◎ Silver#2618,boonjue.eth#7124,0.67,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
485,339,627610b380e3d475393f14e3,2022-05-07T06:24:51.913Z,innov8tor3#3988,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,True,False,False,False,eduardovegap#0422,tigeroid#2951,Usua◎ Silver#2618,osycross(🦎🦎)#5943,0.5,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
486,360,6276111d80e3d475393f153d,2022-05-07T06:26:37.394Z,danielo#2815,freshelle#9882,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,False,True,False,False,missgene#7773,tigeroid#2951,bends#3537,osycross(🦎🦎)#5943,0.67,1.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
487,343,627610b680e3d475393f14f4,2022-05-07T06:24:54.353Z,ygg_anderson#4998,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,True,False,False,False,eduardovegap#0422,tigeroid#2951,bends#3537,boonjue.eth#7124,0.75,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
506,510,627fb6b290ff2413f6a069e2,2022-05-14T14:03:30.579Z,Juankbell#7458,freshelle#9882,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,True,True,False,eduardovegap#0422,tigeroid#2951,Usua◎ Silver#2618,osycross(🦎🦎)#5943,0.0,0.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
523,356,6276111b80e3d475393f152c,2022-05-07T06:26:35.023Z,Juankbell#7458,freshelle#9882,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,True,True,True,False,eduardovegap#0422,tigeroid#2951,Usua◎ Silver#2618,osycross(🦎🦎)#5943,0.0,0.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
