,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
36,1287,6256d00b7d6ca6ad95bd5fd4,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,"for the presentations you gave at ETHDenver, which many people praised you for",0,0,6256d00b7d6ca6ad95bd5e5b,0,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,11.63,89.0,False,"for the presentations you gave at ETHDenver, which many people praised you for"
38,1140,6256d00b7d6ca6ad95bd5f41,2022-02-25T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for having done a great job at representing the TEC in ETHDenver,6256d00b7d6ca6ad95bd5d57,0,6256d00b7d6ca6ad95bd5e37,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,8.43,89.0,False,for having done a great job at representing the TEC in ETHDenver
41,955,6256d00b7d6ca6ad95bd5e88,2022-02-19T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for attending ETHDenver and doing presentations & panels about our work within the TEC,6256d00b7d6ca6ad95bd5d57,0,6256d00b7d6ca6ad95bd5e37,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,8.43,89.0,False,for attending ETHDenver and doing presentations & panels about our work within the TEC
42,1280,6256d00b7d6ca6ad95bd5fcd,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for the great talks you gave about DAOs in ETHDenver,0,6256d00b7d6ca6ad95bd5fd4,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5fd4,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.83,89.0,False,for the great talks you gave about DAOs in ETHDenver
43,530,6256d00b7d6ca6ad95bd5cdf,2022-02-09T23:00:00.000Z,catarina#7223,Mount Manu#3530,for the work done around the decision-making infographic,0,6256d00b7d6ca6ad95bd5af9,6256d00b7d6ca6ad95bd5af9,6256d00b7d6ca6ad95bd5af9,osycross(🦎🦎)#5943,Zeptimus#3359,divine_comedian#5493,EFRA#7972,3.83,89.0,False,for the work done around the decision-making infographic
44,1274,6256d00b7d6ca6ad95bd5fc7,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for representing the TEC in ETHDenver,0,6256d00b7d6ca6ad95bd5ed7,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5ff0,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,4.37,89.0,False,for representing the TEC in ETHDenver
45,1091,6256d00b7d6ca6ad95bd5f10,2022-02-23T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,enti#1546,"for their participation on ETH Denver, @natesuits, and @Mount Manu for their great commitment to the community, leading calls and helping everyone around. Also for being wherever needed.",6256d00b7d6ca6ad95bd5e8a,6256d00b7d6ca6ad95bd5e8a,6256d00b7d6ca6ad95bd5d59,0,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,5.5,89.0,False,"for their participation on ETH Denver, @natesuits, and @Mount Manu for their great commitment to the community, leading calls and helping everyone around. Also for being wherever needed."
46,1237,6256d00b7d6ca6ad95bd5fa2,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for their representation in ETHDenver,0,6256d00b7d6ca6ad95bd5f0f,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5ff0,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.67,89.0,False,for their representation in ETHDenver
47,136,6256d00b7d6ca6ad95bd5b55,2022-02-08T23:00:00.000Z,santigs#9769,Mount Manu#3530,"for all their contributions, over months and months of work, and for being the inspiration of what our WG has achieved",0,0,0,6256d00b7d6ca6ad95bd5bf0,osycross(🦎🦎)#5943,liviade#1387,boonjue.eth#7124,innov8tor3#3988,37.37,89.0,False,"for all their contributions, over months and months of work, and for being the inspiration of what our WG has achieved"
48,1315,6256d00b7d6ca6ad95bd5ff0,2022-02-26T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for attending ETHDenver and representing the TEC,0,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,0,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,10.67,89.0,False,for attending ETHDenver and representing the TEC
50,285,6256d00b7d6ca6ad95bd5bea,2022-02-08T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for the amazing praise bot you put together,6256d00b7d6ca6ad95bd5d30,0,0,6256d00b7d6ca6ad95bd5d30,GideonRo#3175,liviade#1387,Nuggan#5183,EFRA#7972,30.58,89.0,False,for the amazing praise bot you put together
53,338,6256d00b7d6ca6ad95bd5c1f,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for being with the TEC since the beginning,0,0,0,6256d00b7d6ca6ad95bd5b79,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,5.63,55.0,False,for being with the TEC since the beginning
54,203,6256d00b7d6ca6ad95bd5b98,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for kicking up the TE Academy,0,0,0,6256d00b7d6ca6ad95bd5b79,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,6.13,55.0,False,for kicking up the TE Academy
55,270,6256d00b7d6ca6ad95bd5bdb,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for growing TE Academy into a force to be reckoned with,6256d00b7d6ca6ad95bd5b79,0,0,6256d00b7d6ca6ad95bd5b79,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,5.2,55.0,False,for growing TE Academy into a force to be reckoned with
57,606,6256d00b7d6ca6ad95bd5d2b,2022-02-09T23:00:00.000Z,Nuggan#5183,kristofer#1475,"for reviewing all (!!) \""old\"" praise and identifying anomalies and weirdnesses. Vital work before the first quantification!",0,6256d00b7d6ca6ad95bd5d1d,0,0,Mike Brunt#0745,liviade#1387,acidlazzer#5796,EFRA#7972,21.13,55.0,False,"for reviewing all (!!) \""old\"" praise and identifying anomalies and weirdnesses. Vital work before the first quantification!"
60,366,6256d00b7d6ca6ad95bd5c3b,2022-02-08T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for all of your contributions,0,6256d00b7d6ca6ad95bd5bf5,0,0,bear100#9085,missgene#7773,acidlazzer#5796,Tamarandom#9361,20.1,55.0,False,for all of your contributions
64,307,6256d00b7d6ca6ad95bd5c00,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for being TE thought leaders and for having given the TEC their support,0,0,0,6256d00b7d6ca6ad95bd5b79,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,5.38,55.0,False,for being TE thought leaders and for having given the TEC their support
65,212,6256d00b7d6ca6ad95bd5ba1,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for leading the TE Academy,0,0,0,6256d00b7d6ca6ad95bd5b79,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,5.88,55.0,False,for leading the TE Academy
66,233,6256d00b7d6ca6ad95bd5bb6,2022-02-08T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for all the work they do (and did) around Comms,0,6256d00b7d6ca6ad95bd5ba6,0,0,bear100#9085,missgene#7773,acidlazzer#5796,Tamarandom#9361,21.17,55.0,False,for all the work they do (and did) around Comms
68,342,6256d00b7d6ca6ad95bd5c23,2022-02-08T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for all the time and work you put into the Rewards Systems,0,0,0,6256d00b7d6ca6ad95bd5d04,GideonRo#3175,liviade#1387,Nuggan#5183,EFRA#7972,20.38,55.0,False,for all the time and work you put into the Rewards Systems
69,478,6256d00b7d6ca6ad95bd5cab,2022-02-08T23:00:00.000Z,freshelle#9882,Mount Manu#3530,for making yourself available to teach Zepti how to do a round treasury management,0,0,6256d00b7d6ca6ad95bd5b02,6256d00b7d6ca6ad95bd5b02,eduardovegap#0422,missgene#7773,enti#1546,innov8tor3#3988,8.0,55.0,False,for making yourself available to teach Zepti how to do a round treasury management
74,753,6256d00b7d6ca6ad95bd5dbe,2022-02-12T23:00:00.000Z,freshelle#9882,Mount Manu#3530,for helping Zepti with treasury management,0,6256d00b7d6ca6ad95bd5cab,6256d00b7d6ca6ad95bd5b02,6256d00b7d6ca6ad95bd5b02,eduardovegap#0422,missgene#7773,enti#1546,innov8tor3#3988,3.08,55.0,False,for helping Zepti with treasury management
79,956,6256d00b7d6ca6ad95bd5e89,2022-02-19T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for attending ETHDenver and doing presentations & panels about our work within the TEC,0,6256d00b7d6ca6ad95bd5e6a,0,0,bear100#9085,missgene#7773,acidlazzer#5796,Tamarandom#9361,20.27,55.0,False,for attending ETHDenver and doing presentations & panels about our work within the TEC
84,1359,6256d00b7d6ca6ad95bd601c,2022-02-27T23:00:00.000Z,Nuggan#5183,kristofer#1475,for doing the unglamorous work of identifying 150+ praise receivers with missing discord ids. Vital requirement for us to be able to quantify all old praise.,0,6256d00b7d6ca6ad95bd6015,0,0,Mike Brunt#0745,liviade#1387,acidlazzer#5796,EFRA#7972,19.85,55.0,False,for doing the unglamorous work of identifying 150+ praise receivers with missing discord ids. Vital requirement for us to be able to quantify all old praise.
86,1137,6256d00b7d6ca6ad95bd5f3e,2022-02-25T23:00:00.000Z,mattyjee#8621,Nuggan#5183,for helping track down the missing discord IDs,0,0,0,6256d00b7d6ca6ad95bd601b,osycross(🦎🦎)#5943,liviade#1387,acidlazzer#5796,EFRA#7972,21.43,55.0,False,for helping track down the missing discord IDs
88,305,6256d00b7d6ca6ad95bd5bfe,2022-02-08T23:00:00.000Z,solsista#5370,Mount Manu#3530,for being our current Stewards and for offering guidance and support to anyone who approaches you,0,6256d00b7d6ca6ad95bd5b74,0,6256d00b7d6ca6ad95bd5b74,osycross(🦎🦎)#5943,Zeptimus#3359,acidlazzer#5796,EFRA#7972,4.93,55.0,False,for being our current Stewards and for offering guidance and support to anyone who approaches you
90,750,6256d00b7d6ca6ad95bd5dbb,2022-02-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for the work your do in Praise Quantification,0,6256d00b7d6ca6ad95bd5d2f,0,0,osycross(🦎🦎)#5943,liviade#1387,Nuggan#5183,tigeroid#2951,8.83,55.0,False,for the work your do in Praise Quantification
93,931,6256d00b7d6ca6ad95bd5e70,2022-02-18T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for all the graphics that you create for the TEC,0,0,0,6256d00b7d6ca6ad95bd5ee3,GideonRo#3175,Zeptimus#3359,divine_comedian#5493,innov8tor3#3988,20.77,55.0,False,for all the graphics that you create for the TEC
99,488,6256d00b7d6ca6ad95bd5cb5,2022-02-08T23:00:00.000Z,jh#4856,Mount Manu#3530,for taking on the role of Dune Analytics contributor,6256d00b7d6ca6ad95bd5ae6,0,6256d00b7d6ca6ad95bd5c19,6256d00b7d6ca6ad95bd5c19,Mike Brunt#0745,lee0007#8152,Nuggan#5183,EFRA#7972,1.7,34.0,False,for taking on the role of Dune Analytics contributor
100,343,6256d00b7d6ca6ad95bd5c24,2022-02-08T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for all the time and work you put into the Rewards Systems,0,6256d00b7d6ca6ad95bd5bcd,6256d00b7d6ca6ad95bd5bcd,0,osycross(🦎🦎)#5943,liviade#1387,Nuggan#5183,tigeroid#2951,2.27,34.0,False,for all the time and work you put into the Rewards Systems
101,1316,6256d00b7d6ca6ad95bd5ff1,2022-02-26T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for attending ETHDenver and representing the TEC,6256d00b7d6ca6ad95bd5d57,0,0,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,1.13,34.0,False,for attending ETHDenver and representing the TEC
102,1275,6256d00b7d6ca6ad95bd5fc8,2022-02-25T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for representing the TEC in ETHDenver,6256d00b7d6ca6ad95bd5d57,0,0,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,1.13,34.0,False,for representing the TEC in ETHDenver
103,932,6256d00b7d6ca6ad95bd5e71,2022-02-18T23:00:00.000Z,natesuits#4789,Mount Manu#3530,for hosting the Community Call,6256d00b7d6ca6ad95bd5e3b,6256d00b7d6ca6ad95bd5e60,0,0,GideonRo#3175,Zeptimus#3359,enti#1546,Tamarandom#9361,1.83,34.0,False,for hosting the Community Call
104,1239,6256d00b7d6ca6ad95bd5fa4,2022-02-25T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for their representation in ETHDenver,6256d00b7d6ca6ad95bd5d57,0,0,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,1.13,34.0,False,for their representation in ETHDenver
105,1190,6256d00b7d6ca6ad95bd5f73,2022-02-25T23:00:00.000Z,Jeremy&TheGospelOfChange#8201,Mount Manu#3530,for hosting the liberating structures and deep democracy practice sessions for the Gravity WG,6256d00b7d6ca6ad95bd5ed5,0,6256d00b7d6ca6ad95bd5ed5,6256d00b7d6ca6ad95bd5ed5,GideonRo#3175,lee0007#8152,divine_comedian#5493,AmwFund#0979,1.7,34.0,False,for hosting the liberating structures and deep democracy practice sessions for the Gravity WG
106,1175,6256d00b7d6ca6ad95bd5f64,2022-02-25T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for attending ETHDenver,6256d00b7d6ca6ad95bd5d57,0,0,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,1.13,34.0,False,for attending ETHDenver
107,283,6256d00b7d6ca6ad95bd5be8,2022-02-08T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for the work you do in the Rewards System WG,0,6256d00b7d6ca6ad95bd5bcd,6256d00b7d6ca6ad95bd5bcd,0,osycross(🦎🦎)#5943,liviade#1387,Nuggan#5183,tigeroid#2951,2.27,34.0,False,for the work you do in the Rewards System WG
108,477,6256d00b7d6ca6ad95bd5caa,2022-02-08T23:00:00.000Z,jh#4856,Mount Manu#3530,for being a real hero with Dune Analytics,6256d00b7d6ca6ad95bd5ae6,0,6256d00b7d6ca6ad95bd5c19,6256d00b7d6ca6ad95bd5c19,Mike Brunt#0745,lee0007#8152,Nuggan#5183,EFRA#7972,1.7,34.0,False,for being a real hero with Dune Analytics
109,522,6256d00b7d6ca6ad95bd5cd7,2022-02-09T23:00:00.000Z,jh#4856,Mount Manu#3530,for the Dune Analytics efforts,6256d00b7d6ca6ad95bd5ae6,0,6256d00b7d6ca6ad95bd5c19,6256d00b7d6ca6ad95bd5c19,Mike Brunt#0745,lee0007#8152,Nuggan#5183,EFRA#7972,1.7,34.0,False,for the Dune Analytics efforts
110,980,6256d00b7d6ca6ad95bd5ea1,2022-02-19T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for representing the TEC at ETHDenver,6256d00b7d6ca6ad95bd5d57,0,0,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,1.13,34.0,False,for representing the TEC at ETHDenver
111,754,6256d00b7d6ca6ad95bd5dbf,2022-02-12T23:00:00.000Z,jh#4856,Mount Manu#3530,for your work around Dune Analytics,6256d00b7d6ca6ad95bd5ae6,0,6256d00b7d6ca6ad95bd5c19,6256d00b7d6ca6ad95bd5c19,Mike Brunt#0745,lee0007#8152,Nuggan#5183,EFRA#7972,1.7,34.0,False,for your work around Dune Analytics
114,1006,6256d00b7d6ca6ad95bd5ebb,2022-02-20T23:00:00.000Z,enti#1546,Zeptimus#3359,for joining the transparency sync⚡,6256d00b7d6ca6ad95bd5e0f,0,0,0,Mike Brunt#0745,liviade#1387,divine_comedian#5493,innov8tor3#3988,1.6,34.0,False,for joining the transparency sync⚡
115,835,6256d00b7d6ca6ad95bd5e10,2022-02-16T23:00:00.000Z,natesuits#4789,enti#1546,for hosting this week's community call!,6256d00b7d6ca6ad95bd5e3b,0,0,0,GideonRo#3175,Zeptimus#3359,enti#1546,Tamarandom#9361,5.8,34.0,False,for hosting this week's community call!
118,852,6256d00b7d6ca6ad95bd5e21,2022-02-17T23:00:00.000Z,🐙 octopus#5508,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,6256d00b7d6ca6ad95bd5b07,0,0,0,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,1.8,34.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
121,967,6256d00b7d6ca6ad95bd5e94,2022-02-19T23:00:00.000Z,enti#1546,Mount Manu#3530,for attending the Transparency WG sync in the after hours,6256d00b7d6ca6ad95bd5e0f,0,0,0,Mike Brunt#0745,liviade#1387,divine_comedian#5493,innov8tor3#3988,2.6,34.0,False,for attending the Transparency WG sync in the after hours
122,1282,6256d00b7d6ca6ad95bd5fcf,2022-02-25T23:00:00.000Z,enti#1546,Mount Manu#3530,for your continuous involvement in the TEC,0,0,0,6256d00b7d6ca6ad95bd5f0a,Mike Brunt#0745,liviade#1387,divine_comedian#5493,innov8tor3#3988,3.85,34.0,False,for your continuous involvement in the TEC
123,1361,6256d00b7d6ca6ad95bd601e,2022-02-27T23:00:00.000Z,enti#1546,Zeptimus#3359,for a great transparency sync,0,0,0,6256d00b7d6ca6ad95bd5f0a,Mike Brunt#0745,liviade#1387,divine_comedian#5493,innov8tor3#3988,4.6,34.0,False,for a great transparency sync
125,306,6256d00b7d6ca6ad95bd5bff,2022-02-08T23:00:00.000Z,ygg_anderson#4998,Mount Manu#3530,for being our current Stewards and for offering guidance and support to anyone who approaches you,0,0,0,6256d00b7d6ca6ad95bd5b75,Mike Brunt#0745,lee0007#8152,divine_comedian#5493,AmwFund#0979,14.63,34.0,False,for being our current Stewards and for offering guidance and support to anyone who approaches you
128,251,6256d00b7d6ca6ad95bd5bc8,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for your work on TE Academy  and for TE Academy being the TEC’s 1st proposal to be funded,0,6256d00b7d6ca6ad95bd5bb3,0,0,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,14.57,34.0,False,for your work on TE Academy  and for TE Academy being the TEC’s 1st proposal to be funded
130,709,6256d00b7d6ca6ad95bd5d92,2022-02-12T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for your guidance through confusing times: your leadership is irreplaceable for our community,0,0,6256d00b7d6ca6ad95bd5c79,6256d00b7d6ca6ad95bd5cc0,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,2.13,34.0,False,for your guidance through confusing times: your leadership is irreplaceable for our community
